#{"t_start": 1572298049.2959404, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,870,285.047072
-21.0,1522,604.916191
-11.0,2740,1018.041146
-11.0,2271,1411.727344
-13.0,2112,1847.498342
4.0,2766,2336.242622
14.0,2120,2701.434037
21.0,1684,3032.241827
20.0,1762,3387.460002
18.0,1811,3738.020979
18.0,1875,4080.061388
21.0,1671,4413.206061
20.0,1786,4750.817338
21.0,1669,5088.316283
21.0,2254,5465.834401
21.0,1706,5781.408156
21.0,1669,6121.489969
20.0,1742,6469.103029
19.0,2266,6842.390441
21.0,1674,7157.532618
20.0,1927,7513.219242
21.0,1670,7843.204458
21.0,2249,8216.122111
21.0,1727,8534.211038
21.0,1671,8880.852631
21.0,1673,9218.438115
21.0,2251,9588.675576
21.0,1673,9913.759786
20.0,1720,10259.43536
21.0,2251,10632.815063
20.0,1839,10955.737364
21.0,1673,11293.848978
21.0,1729,11640.082309
20.0,2133,12003.826524
21.0,2250,12355.34669
21.0,1671,12669.494582
21.0,1728,13014.998189
21.0,1669,13354.980323
21.0,2253,13727.28829
