#{"t_start": 1572298049.5195968, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,790,280.895579
-17.0,2154,635.662907
-19.0,1809,972.318088
-11.0,2591,1426.898855
-11.0,2700,1875.228049
10.0,2736,2334.446639
14.0,2459,2717.468979
19.0,1811,3038.33037
20.0,2082,3402.61794
20.0,1760,3735.238398
21.0,2024,4086.665937
20.0,1750,4417.213415
21.0,1703,4746.347653
20.0,2045,5106.451551
20.0,1713,5438.325809
21.0,1729,5782.479631
20.0,2247,6150.620666
21.0,1668,6465.185268
20.0,1891,6823.202077
20.0,2341,7190.319237
20.0,1963,7514.808727
21.0,2251,7873.408134
21.0,1726,8188.705007
21.0,1672,8531.565755
21.0,1671,8880.638454
21.0,1670,9218.057304
21.0,1672,9560.501633
21.0,2254,9941.581038
19.0,2337,10289.892128
21.0,2248,10632.447837
21.0,1732,10950.382794
21.0,1673,11293.641646
21.0,2251,11666.18466
20.0,2303,12012.073224
21.0,1671,12326.146205
21.0,1727,12672.077723
21.0,1674,13011.990348
21.0,1732,13357.992001
21.0,1671,13699.616075
