#{"t_start": 1572298049.0611696, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,759,280.048735
-18.0,2334,644.005527
-10.0,2056,984.562703
-16.0,2241,1410.331056
-8.0,3497,1914.534462
6.0,3040,2349.276069
20.0,1720,2682.075182
18.0,1811,3038.74864
16.0,2322,3415.562585
20.0,1866,3741.057884
21.0,1672,4069.857887
21.0,1709,4415.31916
21.0,1670,4744.997771
21.0,1670,5088.59431
20.0,1797,5443.441743
21.0,1668,5779.699838
21.0,1668,6121.60017
21.0,1668,6465.620016
19.0,2049,6831.491435
21.0,1728,7160.332502
21.0,1675,7502.274469
21.0,2252,7873.920869
21.0,1726,8189.139621
21.0,1672,8532.014187
21.0,2249,8908.775658
21.0,2255,9248.047652
21.0,1674,9561.10088
21.0,2252,9941.922046
20.0,1973,10272.161747
21.0,1961,10619.314611
21.0,2250,10976.047188
21.0,1728,11297.07871
21.0,1728,11640.243691
21.0,2251,12009.706013
21.0,1727,12329.42356
21.0,1667,12669.465866
21.0,1673,13012.372835
19.0,1792,13361.453371
21.0,1729,13702.514664
