#{"t_start": 1572298049.5224013, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,806,281.574393
-16.0,1876,621.937165
-5.0,3827,1071.313846
-9.0,2815,1438.043775
3.0,4315,1953.350738
-1.0,3301,2361.72754
19.0,1858,2689.198009
21.0,1671,3031.378073
15.0,2253,3411.85905
21.0,1727,3733.272807
19.0,1893,4080.596868
21.0,1708,4414.800368
21.0,2252,4774.491283
21.0,1730,5091.203581
16.0,1973,5451.991675
21.0,1669,5779.327851
21.0,1706,6122.962878
21.0,1669,6465.260057
21.0,1705,6813.926726
19.0,1812,7164.157804
20.0,1877,7510.504632
21.0,1672,7843.112325
20.0,2035,8204.100843
21.0,1670,8531.402694
21.0,2251,8908.436068
21.0,1669,9218.001368
21.0,1673,9560.557232
21.0,1670,9913.269496
21.0,1670,10256.716707
21.0,1670,10603.993913
21.0,1668,10946.910105
21.0,1671,11293.492491
21.0,1729,11639.850304
21.0,1672,11981.104879
21.0,1671,12326.148793
21.0,1670,12669.199618
21.0,2250,13040.832327
21.0,2253,13384.216804
21.0,2254,13727.14754
