#{"t_start": 1572298048.6673858, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1061,294.88904
-14.0,2156,636.583717
-9.0,2987,1030.802475
3.0,3516,1472.717555
5.0,4299,1953.658333
14.0,2462,2322.388372
15.0,2260,2708.330154
18.0,1916,3044.27174
19.0,2011,3400.07031
21.0,1963,3746.104958
21.0,1673,4070.332325
20.0,1746,4417.800262
21.0,1732,4748.672747
21.0,1704,5090.759582
19.0,1954,5451.928919
19.0,1886,5790.891237
20.0,1763,6126.903093
21.0,1705,6467.821639
21.0,1731,6816.169663
21.0,1728,7160.730536
21.0,1670,7502.422956
21.0,1704,7845.425421
20.0,1989,8202.583651
21.0,1732,8535.121238
21.0,1673,8881.57932
21.0,1671,9218.950523
21.0,1704,9562.826113
21.0,2249,9942.123519
20.0,1720,10260.055003
21.0,2254,10633.610879
21.0,1669,10947.826241
20.0,1839,11302.721271
21.0,1668,11637.693289
21.0,1671,11981.865738
21.0,1732,12330.081215
21.0,1729,12673.081585
21.0,1671,13012.608661
21.0,2252,13384.981663
21.0,2250,13727.7176
