#{"t_start": 1572298049.3932242, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1053,293.692627
-15.0,2157,635.91301
-20.0,1530,957.580509
-20.0,1523,1032.9303
-1.0,4234,1507.429682
-11.0,2968,1888.405559
8.0,2741,2334.824485
15.0,2170,2703.665765
21.0,1675,3031.762942
13.0,2309,3414.673495
20.0,1710,3732.563473
19.0,1804,4076.398312
21.0,1727,4416.056426
21.0,2252,4774.635703
21.0,1672,5088.41507
20.0,1766,5441.472081
21.0,2249,5807.296324
20.0,1735,6124.546646
21.0,1727,6468.181599
21.0,2251,6841.394668
21.0,1728,7160.020081
21.0,2248,7529.045366
21.0,2251,7873.534446
21.0,1726,8188.836143
18.0,1865,8541.495238
21.0,1670,8880.677354
21.0,1731,9221.614245
21.0,1732,9563.736783
21.0,2249,9941.448034
21.0,2253,10285.702209
21.0,1668,10603.989687
21.0,1675,10947.513261
21.0,1729,11296.839776
21.0,1728,11639.912853
21.0,2254,12009.558399
21.0,1731,12329.304224
21.0,2252,12698.056857
21.0,1667,13011.638058
21.0,1670,13354.971768
21.0,1675,13699.954048
