#{"t_start": 1572298048.9680266, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,964,290.075954
-19.0,1652,612.245916
-5.0,2961,1029.026477
-16.0,2200,1408.228363
1.0,4361,1956.276711
10.0,3020,2348.374831
19.0,1927,2692.853215
21.0,1668,3031.716924
19.0,1876,3393.193772
15.0,2022,3748.571903
20.0,1760,4074.632874
20.0,1808,4420.921507
20.0,1808,4752.140413
20.0,1764,5093.405667
21.0,1670,5436.543169
21.0,1727,5782.792826
21.0,1674,6122.097646
21.0,1673,6466.028624
21.0,1726,6815.617265
21.0,1708,7159.523839
21.0,1726,7504.621778
21.0,2251,7873.903806
21.0,1705,8188.496907
21.0,1669,8531.875633
21.0,1727,8883.693711
21.0,1732,9222.09115
21.0,1668,9560.803543
21.0,1731,9917.103931
21.0,1671,10257.312366
21.0,1673,10604.715286
21.0,1672,10947.730747
21.0,1670,11293.973987
21.0,2254,11666.918846
21.0,1669,11981.419999
21.0,2253,12355.842557
21.0,1674,12670.020913
21.0,1731,13015.463734
21.0,1667,13355.094233
21.0,2255,13727.740952
,358.212544
-21.0,882,365.06426
-20.0,1007,372.957598
-20.0,987,380.598035
-20.0,982,387.827541
-19.0,1067,395.660853
-16.0,1479,407.025898
-20.0,882,413.891176
-21.0,925,420.949429
-18.0,1100,429.325323
-21.0,986,436.820349
-17.0,1303,446.851519
-19.0,1646,459.353082
-17.0,1886,473.070887
-19.0,1640,485.023056
-21.0,1657,497.249717
-20.0,1719,510.448995
-20.0,1422,520.690593
-19.0,1448,531.568091
-19.0,1662,662.218727
-18.0,2324,679.765865
-19.0,2171,696.20669
-20.0,1956,710.617617
-9.0,2750,730.970705
-19.0,1972,745.381457
-21.0,1738,757.717249
-15.0,2852,778.453346
-12.0,2658,798.574018
-4.0,3607,825.665124
-18.0,1720,838.429143
-11.0,3038,861.171277
-10.0,2460,879.325192
-15.0,2101,1083.237531
-20.0,1587,1094.75524
-19.0,1956,1109.224547
-7.0,2920,1130.388596
-6.0,3044,1152.591652
3.0,3200,1176.281778
-18.0,1883,1190.080355
-1.0,3544,1216.241087
-4.0,3220,1240.988326
-12.0,2613,1259.987221
-15.0,1905,1273.921523
2.0,4485,1517.124234
6.0,4070,1546.450409
-20.0,1463,1557.437772
2.0,3730,1584.640663
-18.0,1599,1596.368814
-15.0,2234,1612.78289
2.0,4192,1643.9224
1.0,4228,1675.292764
-3.0,4208,1706.182538
1.0,4246,1737.613741
-9.0,3607,1990.437158
3.0,4645,2024.558595
9.0,4516,2058.001708
-15.0,2510,2077.210798
6.0,3423,2102.720005
5.0,3659,2129.390766
-14.0,2482,2147.682786
10.0,2790,2169.075712
-14.0,2150,2184.81793
-2.0,3234,2375.053091
8.0,2516,2393.623497
-7.0,2652,2412.761307
14.0,2321,2430.461521
9.0,2595,2449.505753
14.0,2370,2467.312503
18.0,1949,2481.69571
15.0,2140,2497.571577
18.0,1846,2511.02472
20.0,1715,2523.977339
21.0,1673,2536.238022
20.0,1795,2549.41422
19.0,1934,2564.147797
21.0,1731,2577.043753
-21.0,1320,2586.406194
19.0,1940,2600.24652
13.0,2227,2733.550537
17.0,1939,2747.716649
19.0,1778,2760.80686
15.0,2103,2776.712147
20.0,1822,2790.300178
19.0,1852,2804.652556
20.0,1781,2818.043037
18.0,1835,2831.063209
16.0,2271,2848.347277
17.0,1988,2863.336256
18.0,1868,2877.497956
10.0,2477,2895.672973
15.0,2586,2915.217326
19.0,1839,2928.960144
17.0,2088,2944.326193
18.0,2143,3076.584578
18.0,1948,3090.982637
19.0,1893,3105.181389
21.0,1673,3117.878695
18.0,1834,3131.454753
21.0,1715,3144.108037
21.0,1668,3156.246221
21.0,1670,3168.8787
21.0,1669,3181.436759
21.0,1732,3194.039122
16.0,2365,3211.678418
20.0,1796,3224.85539
12.0,2266,3241.246764
18.0,1946,3256.023159
18.0,1823,3269.791021
21.0,1794,3282.773822
13.0,2152,3298.31191
16.0,2063,3429.85757
21.0,1671,3442.153576
19.0,1797,3455.831743
21.0,1668,3467.813161
19.0,1881,3481.300102
18.0,2373,3498.321146
21.0,1675,3510.13451
15.0,2353,3527.238562
21.0,1723,3539.716441
21.0,1732,3552.701711
16.0,2203,3568.752423
2.0,2879,3590.303404
20.0,1777,3603.605488
21.0,1708,3616.560149
18.0,1838,3630.311655
20.0,1761,3643.401848
21.0,1732,3763.097467
20.0,1858,3776.513503
17.0,2067,3791.335856
19.0,2240,3807.948741
21.0,1675,3820.053991
21.0,1675,3832.247962
21.0,1670,3844.239902
19.0,2026,3859.159796
19.0,1814,3872.131094
20.0,1860,3885.463823
20.0,1961,3899.873858
21.0,1789,3913.240349
21.0,1675,3926.105911
21.0,1670,3938.273109
18.0,2119,3954.264732
21.0,1730,3967.165046
21.0,1729,3980.109436
20.0,1841,4108.287629
21.0,1673,4120.760259
21.0,1669,4133.60013
19.0,1866,4147.153666
21.0,1731,4159.773445
21.0,1670,4171.481249
16.0,2070,4186.5756
19.0,1968,4201.230031
21.0,1675,4213.950283
20.0,1845,4227.486431
21.0,1673,4239.297499
21.0,1674,4251.414619
21.0,1727,4263.883697
21.0,1673,4276.308338
21.0,1703,4288.67426
21.0,1668,4301.24811
19.0,1827,4314.913683
20.0,1925,4329.058242
20.0,1780,4442.353179
18.0,2008,4457.328568
21.0,1709,4469.645006
21.0,2248,4486.525932
20.0,1735,4499.184227
17.0,2151,4515.268332
20.0,1764,4527.925904
21.0,1704,4540.04935
18.0,2017,4554.433415
20.0,1835,4567.743347
20.0,1711,4580.533458
21.0,1673,4592.835236
19.0,1816,4606.488594
20.0,1722,4619.150805
20.0,1761,4632.216452
18.0,2521,4650.879498
21.0,1668,4662.866154
21.0,1669,4789.024397
21.0,1674,4801.622819
20.0,1835,4815.565224
21.0,1730,4828.125184
20.0,1916,4842.472132
20.0,1786,4855.831891
21.0,1674,4868.691717
15.0,2511,4887.475213
21.0,2254,4904.609908
21.0,1709,4917.254738
21.0,1704,4930.064286
21.0,1732,4942.842978
20.0,1785,4955.954519
20.0,1860,4969.078472
20.0,2305,4986.03475
21.0,1709,4998.594411
21.0,1726,5011.2788
21.0,2250,5145.310564
21.0,1707,5158.011591
21.0,2249,5174.428216
21.0,1729,5187.40004
21.0,1674,5200.117718
21.0,1727,5212.867766
20.0,1770,5225.628864
19.0,1860,5239.508015
21.0,1709,5252.234679
21.0,1668,5264.645834
21.0,1706,5276.836999
20.0,2245,5293.454559
21.0,1673,5306.114251
20.0,1720,5318.519788
21.0,2252,5334.75096
19.0,1833,5347.723443
21.0,1668,5359.849992
21.0,1669,5481.134894
20.0,1900,5495.298604
21.0,1726,5508.291856
21.0,1683,5520.536778
20.0,1863,5534.655061
21.0,1671,5547.023251
21.0,1669,5559.40721
21.0,1673,5571.954363
21.0,1732,5585.456717
21.0,1727,5598.829817
21.0,1706,5611.823606
21.0,1669,5624.253765
21.0,1670,5636.698924
21.0,1706,5649.790091
21.0,1671,5662.55467
21.0,1704,5674.989169
21.0,1730,5687.799096
21.0,2253,5704.063676
21.0,2255,5826.971291
21.0,1672,5839.248537
21.0,1729,5852.229052
21.0,1731,5863.908847
21.0,1728,5875.943752
21.0,1672,5887.857746
21.0,1674,5899.892822
19.0,1868,5914.108506
21.0,1732,5926.729271
21.0,1707,5939.272593
21.0,2251,5955.789936
21.0,1669,5967.779922
20.0,2212,5984.2674
21.0,1668,5996.622798
21.0,2019,6012.210865
20.0,1850,6026.086054
21.0,1730,6038.77121
21.0,1731,6165.147951
21.0,1707,6177.410953
21.0,1706,6190.009916
21.0,1669,6202.139687
21.0,1674,6214.429121
21.0,1708,6226.665778
21.0,1673,6238.489934
21.0,1669,6250.528202
19.0,2175,6266.135951
21.0,1705,6278.683204
21.0,2253,6295.492176
20.0,1783,6309.141441
21.0,1708,6322.117657
20.0,1742,6335.176427
21.0,2255,6351.869995
21.0,1672,6364.610338
19.0,1811,6378.306782
17.0,2289,6507.214214
21.0,1670,6519.58852
20.0,1739,6532.012365
20.0,2088,6547.293576
19.0,2488,6565.641469
20.0,1954,6579.948908
19.0,2320,6596.906836
21.0,1732,6610.130894
21.0,1675,6622.654649
21.0,1668,6635.062517
20.0,1841,6648.268249
21.0,1671,6660.844803
17.0,1868,6674.775089
20.0,1717,6687.653258
21.0,1668,6700.366393
21.0,1731,6713.571746
21.0,2253,6730.847141
20.0,2157,6860.964551
21.0,1670,6873.310836
21.0,1671,6885.560418
21.0,1732,6898.320835
20.0,2242,6915.009742
19.0,2516,6933.433068
21.0,2253,6949.622478
21.0,1732,6962.000503
21.0,1709,6974.868811
20.0,1781,6987.960274
21.0,1708,7000.326147
21.0,1730,7013.290501
21.0,1727,7026.092325
21.0,1671,7038.542542
21.0,1704,7051.101682
21.0,2079,7066.228923
21.0,1730,7196.867305
21.0,1668,7209.299185
21.0,1672,7221.511627
20.0,1777,7234.978411
21.0,1672,7247.297677
20.0,1761,7259.88929
21.0,1675,7272.46439
21.0,1673,7284.607208
21.0,2255,7301.157005
21.0,1727,7313.909348
19.0,2331,7330.453395
20.0,2076,7344.815532
21.0,1730,7357.165672
19.0,2385,7374.242532
21.0,1705,7386.668385
21.0,1731,7398.875032
21.0,1668,7411.113936
21.0,1819,7535.214906
21.0,1703,7548.058484
21.0,1668,7560.46241
20.0,1837,7573.921853
20.0,1902,7588.367577
21.0,2198,7604.605078
21.0,1706,7617.2101
21.0,1728,7630.011338
20.0,1767,7643.045576
21.0,1746,7656.432636
21.0,1728,7668.761357
21.0,2250,7685.170672
21.0,2255,7701.652274
21.0,1672,7714.25679
21.0,1668,7726.467912
21.0,1705,7738.930623
21.0,1670,7751.02256
21.0,2248,7880.096555
21.0,1703,7892.67795
21.0,2249,7909.328022
19.0,2464,7927.499596
20.0,1742,7939.968066
21.0,1671,7952.133899
21.0,1731,7964.921244
20.0,2044,7980.724656
21.0,1726,7993.238184
21.0,2252,8010.511346
21.0,2248,8026.547493
21.0,1731,8039.171803
20.0,2305,8056.074254
21.0,2255,8072.905072
21.0,1670,8084.892435
21.0,1673,8097.217115
21.0,1729,8221.241727
21.0,1673,8233.347562
21.0,1668,8246.219388
21.0,1728,8259.461136
21.0,1730,8272.044981
21.0,1730,8285.296277
20.0,2302,8302.551678
21.0,1727,8315.843669
21.0,2255,8332.411483
21.0,1672,8345.047112
21.0,1704,8357.517089
21.0,2253,8374.788001
21.0,1708,8387.544775
21.0,1731,8400.36441
21.0,1731,8412.782629
21.0,1728,8425.759606
20.0,1740,8438.529504
19.0,1852,8452.015891
21.0,1729,8581.214607
20.0,1813,8594.926286
21.0,1669,8607.605771
21.0,1669,8619.909701
21.0,1728,8632.801534
21.0,1726,8645.712686
20.0,1780,8659.147264
21.0,1672,8671.292008
21.0,1671,8683.903592
18.0,1895,8698.202748
21.0,1673,8710.375913
21.0,1726,8723.306093
21.0,1672,8736.112183
21.0,1728,8749.008124
21.0,2248,8765.300548
21.0,1673,8777.764874
21.0,1670,8789.820898
20.0,1786,8802.791607
21.0,1729,8923.66106
21.0,1733,8936.701392
21.0,1672,8948.944935
20.0,1801,8962.236629
21.0,1670,8974.669377
21.0,1670,8986.831939
21.0,1669,8999.380013
21.0,1673,9011.929216
21.0,2250,9028.983675
21.0,1668,9041.50797
20.0,1783,9054.75375
21.0,1673,9067.210458
21.0,1673,9079.440176
21.0,1668,9092.06678
21.0,1726,9104.857558
21.0,1672,9117.069149
21.0,2258,9133.894691
21.0,1673,9252.266061
21.0,1731,9265.051496
21.0,1730,9277.802415
21.0,2255,9294.565524
18.0,2416,9312.352318
21.0,1790,9325.16391
20.0,1802,9338.452024
19.0,1927,9352.19106
20.0,1744,9365.241461
20.0,1723,9378.332957
21.0,1673,9391.01169
21.0,1675,9403.38963
21.0,1673,9416.062565
20.0,1957,9430.87414
20.0,2325,9448.402189
20.0,1718,9460.909849
21.0,1669,9473.007639
21.0,1673,9604.689292
21.0,2249,9620.662413
21.0,1728,9632.960084
21.0,1669,9645.190398
20.0,1717,9658.147984
21.0,1673,9670.561984
20.0,1731,9683.053036
21.0,1673,9695.620103
19.0,2335,9713.080504
21.0,1673,9725.546522
21.0,1673,9737.55805
21.0,1671,9749.82582
21.0,2252,9766.861881
21.0,1730,9779.658759
21.0,1727,9792.590633
21.0,1727,9805.731868
21.0,1668,9817.888557
21.0,2252,9833.996552
21.0,1729,9957.417523
21.0,1729,9969.825672
21.0,1669,9981.593678
21.0,1668,9993.555706
21.0,1673,10005.584657
21.0,1729,10018.552808
21.0,1671,10030.851804
21.0,1726,10043.56327
21.0,1732,10056.040842
21.0,1731,10068.543292
21.0,1670,10080.988995
21.0,1707,10093.842993
21.0,1671,10106.155472
21.0,1728,10118.929077
21.0,1732,10131.980805
21.0,1670,10143.968758
21.0,1670,10156.291448
21.0,1671,10168.77644
21.0,1668,10299.55985
21.0,1669,10311.460423
21.0,1731,10324.169889
21.0,1672,10336.21181
21.0,1669,10348.807443
21.0,1669,10360.775729
21.0,1669,10372.938714
20.0,2305,10390.033454
21.0,1730,10402.998431
21.0,1730,10415.992925
21.0,1729,10428.68417
21.0,1727,10441.546863
21.0,1673,10454.181385
21.0,1667,10466.698399
21.0,1731,10479.447972
21.0,2252,10496.041862
21.0,1669,10508.501143
21.0,1672,10520.908388
21.0,1670,10644.543018
21.0,2248,10661.250006
21.0,1671,10673.217325
21.0,2255,10690.066287
21.0,1668,10701.596486
21.0,1729,10714.584331
21.0,1728,10727.168005
21.0,1670,10739.522635
21.0,2255,10755.954866
21.0,1668,10768.1369
21.0,2253,10784.414512
21.0,1732,10797.262924
21.0,2252,10814.279793
21.0,2252,10830.771994
21.0,2253,10847.021498
21.0,1670,10859.64778
21.0,1669,10987.164279
21.0,1726,10999.348579
21.0,1730,11012.138375
21.0,1669,11024.409936
20.0,2020,11039.505503
21.0,1674,11052.004119
21.0,1731,11064.430562
21.0,1671,11076.74647
21.0,1726,11089.27324
21.0,2251,11105.874366
21.0,1668,11118.104112
21.0,1675,11129.94444
21.0,2254,11146.84491
21.0,1672,11159.116919
21.0,1690,11171.828498
21.0,2248,11188.813919
21.0,1731,11201.641723
21.0,1668,11213.842414
20.0,2237,11342.210027
20.0,1899,11356.48532
21.0,1670,11368.758886
21.0,1673,11380.991444
21.0,1671,11393.180196
21.0,1728,11405.933527
21.0,1727,11418.406679
21.0,1670,11430.41669
21.0,1674,11442.701092
21.0,1673,11454.760616
20.0,1960,11469.329212
21.0,2249,11486.015248
21.0,1727,11499.370122
21.0,1670,11511.685282
21.0,1726,11524.649965
20.0,1840,11538.524561
21.0,1726,11551.005898
21.0,2254,11680.777741
21.0,1669,11693.202179
21.0,1672,11705.694304
21.0,1728,11718.696052
21.0,1726,11731.76545
21.0,1668,11744.195875
21.0,1667,11756.369764
21.0,1727,11768.894914
21.0,2253,11785.625508
19.0,1861,11799.1569
21.0,1728,11811.811693
21.0,1729,11824.019949
21.0,1729,11836.834886
21.0,1670,11849.374784
21.0,1731,11861.961805
21.0,1726,11874.715163
21.0,1670,11887.251667
21.0,2251,12017.389492
21.0,1668,12029.781623
21.0,1726,12042.714634
21.0,1672,12055.446831
21.0,1673,12067.768554
21.0,1667,12080.302195
21.0,1669,12092.915203
21.0,2253,12109.2235
21.0,1729,12121.800056
21.0,1731,12134.110248
21.0,2254,12150.345334
21.0,2253,12166.814164
21.0,2251,12182.760862
21.0,1673,12195.195909
21.0,1730,12208.262355
21.0,1732,12220.895644
21.0,2251,12237.443156
21.0,1670,12362.236407
21.0,2255,12379.027729
21.0,1668,12391.654068
21.0,1675,12404.314711
21.0,1672,12416.927254
21.0,1729,12429.180019
19.0,2319,12445.722678
21.0,1671,12458.013523
21.0,1729,12471.183749
21.0,1672,12482.99006
21.0,1667,12494.933894
21.0,1674,12507.214766
21.0,1727,12519.65733
21.0,1671,12531.956116
21.0,2252,12548.663177
21.0,1670,12560.878968
21.0,1673,12573.042789
21.0,1675,12585.528863
21.0,1674,12709.541975
21.0,1674,12722.17359
21.0,1667,12734.853254
21.0,1668,12747.852918
21.0,2255,12764.98882
21.0,1729,12777.87986
21.0,2248,12794.019516
21.0,2253,12810.900109
21.0,1668,12823.360527
21.0,1669,12835.96609
21.0,2250,12852.258696
21.0,1667,12864.598504
21.0,1667,12876.94777
21.0,1669,12889.028403
21.0,1669,12900.572619
