#{"t_start": 1572312012.9330454, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,822,281.725493
-21.0,1285,598.863371
-19.0,2695,995.124957
-9.0,2760,1382.057025
19.0,2135,1776.654904
19.0,2192,1882.716113
15.0,1996,2246.338237
21.0,2054,2644.726324
20.0,1806,3028.303882
21.0,2049,3418.785167
20.0,1740,3789.790724
20.0,1623,4194.815159
20.0,1622,4590.235381
21.0,2054,4998.593463
18.0,1783,5396.292325
19.0,1728,5766.766438
21.0,2096,6166.782073
20.0,2137,6555.232434
19.0,1785,6918.451514
17.0,2136,7311.796527
21.0,2050,7674.970042
18.0,2370,8046.156472
20.0,1807,8397.233642
19.0,1820,8760.340098
20.0,1803,9168.038162
21.0,2093,9518.102467
21.0,2053,9886.80563
20.0,1807,10210.161883
17.0,2029,10563.788197
21.0,2093,10920.005742
21.0,2094,11344.715497
19.0,2094,11717.938976
20.0,2312,12144.21384
20.0,1902,12516.941219
20.0,2859,12947.103112
20.0,2751,13313.673256
21.0,2758,13697.301723
21.0,2052,14039.257894
20.0,1892,14402.271598
20.0,2774,14814.752565
