#{"t_start": 1572312013.52998, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,951,287.614083
-19.0,1405,604.290025
-19.0,2657,992.561022
-3.0,3429,1415.083863
3.0,4635,1897.605481
13.0,2292,2260.082664
5.0,3382,2708.927863
19.0,2204,3047.172749
15.0,2459,3439.152816
18.0,1825,3793.206495
15.0,2205,4223.672934
14.0,2908,4653.547888
12.0,2443,5018.401739
18.0,2102,5411.512345
21.0,2054,5781.536223
20.0,2188,6170.486428
16.0,2714,6582.834425
19.0,2209,6938.199366
14.0,2801,7344.00499
21.0,2096,7676.471
17.0,2526,8052.705226
21.0,2052,8409.368325
18.0,2421,8788.347366
19.0,2193,9185.198732
18.0,1833,9504.289104
20.0,2121,9889.564791
21.0,2053,10221.303221
20.0,2130,10568.668021
21.0,2094,10919.498914
21.0,2154,11347.021488
21.0,2048,11715.002608
19.0,2207,12138.362007
18.0,2147,12527.753686
21.0,2096,12908.307184
21.0,2051,13279.146927
21.0,2050,13660.544269
17.0,2768,14073.615733
20.0,2623,14436.885686
20.0,2673,14809.099981
