#{"t_start": 1572312013.5334427, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,842,281.984595
-19.0,1741,621.144478
-18.0,2722,996.076427
-5.0,3543,1420.982916
11.0,2548,1796.637235
15.0,2132,2252.733231
18.0,1765,2630.27201
19.0,1725,3024.22199
18.0,2090,3420.330884
11.0,2783,3840.734095
9.0,3413,4282.307172
19.0,2131,4615.51267
20.0,1814,4986.666381
12.0,2316,5423.231547
18.0,1969,5777.763783
20.0,2218,6172.126829
21.0,2096,6552.842772
20.0,1624,6910.030616
18.0,2303,7319.994619
17.0,2508,7695.771802
19.0,2514,8052.13022
17.0,2311,8421.899278
18.0,2132,8774.518806
21.0,2091,9180.724575
20.0,2167,9520.993591
21.0,2051,9886.09369
21.0,2091,10223.283832
19.0,1727,10548.316763
21.0,3858,11008.243664
19.0,2012,11339.553041
18.0,2173,11721.387659
18.0,3347,12193.130113
19.0,2181,12529.578507
20.0,1887,12897.817334
21.0,2755,13313.29668
21.0,2097,13662.886326
21.0,2760,14073.171925
20.0,2121,14412.70652
21.0,2638,14807.268285
