fps,serial_timesteps,n_updates,value_loss,policy_loss,explained_variance,policy_entropy,clipfrac,total_timesteps,time_elapsed,approxkl,ep_len_mean,ep_reward_mean
940,1920,15,0.06089817,-0.001919508,0.03583008050918579,1.7364097,0.10107422,15360,18.376546144485474,0.001923274,918.0909090909091,-20.363636363636363
923,2048,16,0.05871316,-9.816856e-05,0.028540611267089844,1.7437916,0.020751953,16384,19.467705488204956,0.00083235186,939.6428571428571,-20.214285714285715
910,2176,17,0.05045186,-0.0035202217,0.05614060163497925,1.7398027,0.08959961,17408,20.57835817337036,0.0014479693,954.3125,-20.125
922,2304,18,0.07231048,-0.001531071,0.035389721393585205,1.7236916,0.064208984,18432,21.70550537109375,0.0012492237,954.3125,-20.125
915,2432,19,0.054094143,-0.002269968,0.06963253021240234,1.6892115,0.16699219,19456,22.81754493713379,0.0017124484,954.3125,-20.125
848,2560,20,0.05352287,-0.0007451104,0.08880019187927246,1.6900094,0.026367188,20480,23.938364505767822,0.00087875384,941.6111111111111,-20.166666666666668
893,2688,21,0.060737647,-0.0021565203,0.097689688205719,1.6865132,0.05419922,21504,25.14725399017334,0.0009466087,935.4736842105264,-20.210526315789473
797,2816,22,0.046843592,-0.0022744802,0.182827889919281,1.6997335,0.09350586,22528,26.295432090759277,0.0011945111,930.4,-20.2
900,2944,23,0.05351306,-0.0015601333,0.16196376085281372,1.7166712,0.021484375,23552,27.580897569656372,0.00095901935,926.9130434782609,-20.17391304347826
879,3072,24,0.050088935,5.5428623e-05,0.12710511684417725,1.7158405,0.0,24576,28.72064757347107,0.00031360472,922.6666666666666,-20.208333333333332
938,3200,25,0.06101666,-0.00036733676,0.13236063718795776,1.716222,0.0,25600,29.887178897857666,0.00045425535,922.6666666666666,-20.208333333333332
897,3328,26,0.03842914,-0.0020854538,0.20229953527450562,1.7182597,0.07421875,26624,30.9801664352417,0.0010309966,922.6666666666666,-20.208333333333332
845,3456,27,0.05057289,-0.00172556,0.2340017557144165,1.7321293,0.036865234,27648,32.1224365234375,0.0007578563,921.5384615384615,-20.23076923076923
975,3584,28,0.05260362,-0.0013231884,0.19935429096221924,1.7199631,0.037353516,28672,33.33606791496277,0.00068977906,922.8888888888889,-20.25925925925926
924,3712,29,0.0357602,-0.0014822723,0.2838066816329956,1.7043594,0.08251953,29696,34.3874671459198,0.0014236472,922.8888888888889,-20.25925925925926
811,3840,30,0.055229105,-0.000332303,0.3013158440589905,1.7033144,0.026611328,30720,35.496607542037964,0.0005194542,916.8666666666667,-20.3
983,3968,31,0.06439977,-0.0008041126,0.14022302627563477,1.689228,0.041503906,31744,36.7608642578125,0.0010060207,916.8666666666667,-20.3
931,4096,32,0.032904353,-0.0015660777,0.45000171661376953,1.6762849,0.021972656,32768,37.804473876953125,0.0006938589,937.6875,-20.21875
1041,4224,33,0.038899187,-0.0010630866,0.47781771421432495,1.6877024,0.056640625,33792,38.90651082992554,0.00094326737,937.6875,-20.21875
807,4352,34,0.031166136,-0.0021767484,0.5419155657291412,1.7013059,0.14379883,34816,39.892094135284424,0.0020145588,933.0,-20.235294117647058
938,4480,35,0.060559798,-0.000448235,0.2320237159729004,1.695311,0.006591797,35840,41.16344380378723,0.00066068256,933.0,-20.235294117647058
962,4608,36,0.043599434,-0.0010934387,0.2687097191810608,1.6767055,0.07739258,36864,42.2562837600708,0.0015452177,933.0,-20.235294117647058
1041,4736,37,0.043687843,-0.0013847812,0.439405620098114,1.6840676,0.040039062,37888,43.32193613052368,0.00069491233,935.6666666666666,-20.22222222222222
1024,4864,38,0.037120428,-0.0026994543,0.4428718686103821,1.6602893,0.111816406,38912,44.30728054046631,0.0021987716,937.6842105263158,-20.210526315789473
1080,4992,39,0.055234715,-0.001224858,0.36742955446243286,1.6760981,0.05078125,39936,45.308242321014404,0.0015615221,934.7948717948718,-20.23076923076923
1077,5120,40,0.028830318,-0.0021914786,0.5480107963085175,1.6928478,0.14111328,40960,46.25849628448486,0.0017294579,935.425,-20.225
988,5248,41,0.034082126,-0.0013146531,0.546972393989563,1.6774693,0.013916016,41984,47.21153903007507,0.0009213905,934.6666666666666,-20.238095238095237
1021,5376,42,0.038134895,-0.0018931591,0.42548418045043945,1.6759471,0.06616211,43008,48.250232458114624,0.0013936854,934.6666666666666,-20.238095238095237
802,5504,43,0.026891483,-0.0016385453,0.6549420058727264,1.6712538,0.028564453,44032,49.25403451919556,0.0010483449,932.4651162790698,-20.232558139534884
935,5632,44,0.026197147,-0.0009629624,0.69265216588974,1.6639551,0.02734375,45056,50.53130888938904,0.0011877357,929.2444444444444,-20.266666666666666
1065,5760,45,0.03655294,-0.0014587056,0.5655365586280823,1.6698883,0.06567383,46080,51.628403663635254,0.0012148642,925.9782608695652,-20.282608695652176
1073,5888,46,0.04371154,-0.001438174,0.4977284073829651,1.6395876,0.05444336,47104,52.59154677391052,0.0014005355,928.7234042553191,-20.27659574468085
