#{"t_start": 1572312013.5226874, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,931,286.597859
-19.0,1390,603.648118
-16.0,2683,993.88701
-12.0,3559,1421.883002
-5.0,4103,1871.427037
20.0,1627,2227.221556
10.0,2784,2679.54597
18.0,2302,3052.249241
20.0,1624,3396.425072
19.0,1900,3797.171168
15.0,2179,4222.324413
16.0,2389,4627.909265
15.0,2365,5014.650451
13.0,2614,5438.235771
21.0,2051,5781.391843
19.0,1724,6148.214608
19.0,2248,6560.360258
20.0,1621,6909.881035
19.0,2464,7328.104964
20.0,1806,7662.48094
20.0,1803,8017.740469
21.0,2048,8409.149386
20.0,1836,8760.615314
20.0,1803,8845.853876
20.0,1801,9167.305176
20.0,1562,9490.549675
21.0,2091,9888.089431
21.0,2053,10221.305008
21.0,2096,10567.132736
20.0,2138,10921.946656
19.0,2120,11345.39118
19.0,1717,11699.254119
21.0,2051,11802.256003
13.0,2706,12162.228974
21.0,2048,12523.041016
19.0,2753,12940.630272
21.0,2055,13279.368842
21.0,2052,13660.650622
21.0,2757,14072.973408
21.0,2097,14411.823766
20.0,2123,14782.926248
