#{"t_start": 1572312013.3523843, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,837,281.954495
-19.0,1467,607.604933
-18.0,2552,987.71814
-3.0,3972,1442.235482
17.0,2457,1792.137004
20.0,2116,1894.537129
16.0,2064,2249.340753
20.0,1803,2632.333172
19.0,1847,3030.100478
19.0,1818,3406.439368
16.0,2297,3816.960919
20.0,1622,4194.282104
20.0,1621,4589.745775
19.0,2211,5006.57003
14.0,2214,5417.684846
16.0,2726,5814.234667
14.0,3208,6219.317467
20.0,1678,6531.973162
14.0,2979,6975.860508
20.0,2064,7307.920322
20.0,1801,7662.477842
21.0,2048,8029.888789
20.0,1626,8388.765362
18.0,1994,8768.082393
20.0,1806,9167.804021
17.0,2350,9529.948906
21.0,2048,9886.115891
19.0,2012,10219.48217
18.0,2276,10575.730484
21.0,2093,10919.588485
18.0,2470,11362.393533
21.0,2093,11717.464001
20.0,2096,12133.551651
19.0,3098,12574.962731
17.0,2338,12919.898481
21.0,2054,13279.462073
21.0,2091,13662.6789
21.0,2053,14038.897124
20.0,2092,14411.76167
21.0,2092,14781.401202
