#{"t_start": 1572312013.098765, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,1012,290.721065
-20.0,1544,611.951239
-18.0,1862,951.880806
-13.0,3798,1433.676056
4.0,3361,1836.487314
15.0,2127,2252.916603
14.0,2312,2657.533718
17.0,2199,3047.318743
20.0,1625,3396.928005
19.0,1830,3793.878838
16.0,1964,4211.415176
21.0,2054,4612.137266
20.0,1621,4977.217611
19.0,1841,5398.833895
20.0,2072,5782.896884
20.0,1624,6143.791048
20.0,1795,6537.909427
18.0,2016,6929.654346
20.0,2123,7310.924204
21.0,2096,7676.894517
18.0,1943,8024.68219
17.0,2379,8425.436568
21.0,2053,8771.180588
19.0,2163,9184.272542
18.0,2145,9520.401745
21.0,2050,9886.468989
20.0,1806,10209.930955
21.0,2048,10564.772638
20.0,1625,10895.521088
19.0,2347,11013.935899
20.0,2252,11352.291838
20.0,2127,11719.44545
19.0,2364,12146.371807
19.0,2168,12529.304334
20.0,2584,12932.279609
21.0,2048,13279.394881
21.0,2860,13701.977387
21.0,2638,14067.374074
21.0,2048,14409.829173
21.0,2048,14779.384457
