#{"t_start": 1572312013.1169882, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,869,283.569363
-19.0,1106,589.835287
-17.0,2579,989.126706
-16.0,3197,1403.87466
14.0,2540,1796.580202
15.0,2061,2249.420358
19.0,1728,2629.006844
19.0,1787,3027.238542
20.0,2068,3419.561197
21.0,2048,3804.804229
19.0,1729,4199.85639
21.0,2052,4612.02658
18.0,1952,4993.494196
20.0,1561,5385.79785
19.0,2231,5790.322515
20.0,2096,6166.556316
19.0,1673,6532.000404
20.0,1726,6915.537285
20.0,2120,7310.773925
21.0,2051,7674.825698
21.0,2054,8030.502348
21.0,2053,8409.836577
20.0,1895,8763.66278
20.0,2004,9177.50685
15.0,2896,9555.697557
21.0,2092,9888.551781
20.0,2061,10222.101144
21.0,2096,10567.523006
21.0,2051,10917.336349
19.0,2935,11385.957276
20.0,2362,11731.960235
19.0,2319,12144.303475
21.0,2050,12523.541629
18.0,2211,12914.036213
21.0,2049,13279.445818
21.0,2638,13690.826052
19.0,2169,14044.643615
19.0,2652,14438.683246
20.0,2273,14790.327376
29,361.299778
-20.0,835,367.53856
-20.0,946,374.581145
-20.0,964,381.875065
-21.0,814,388.109028
-21.0,820,394.032671
-20.0,837,400.365477
-20.0,963,407.523509
-19.0,1240,417.022021
-21.0,1028,424.593117
-21.0,1008,431.923413
-21.0,911,438.89602
-20.0,1281,448.300666
-20.0,1222,457.291517
-21.0,1081,465.509807
-21.0,1021,473.614487
-21.0,1019,481.545764
-17.0,1386,492.015848
-17.0,1481,502.759821
-19.0,1197,511.718727
-18.0,1471,522.501899
-19.0,1412,532.638527
-20.0,1116,632.870577
-21.0,1535,644.227944
-19.0,1521,654.804114
-16.0,2364,672.147921
-16.0,2202,688.145259
-17.0,1907,702.197502
-17.0,2097,717.584793
-20.0,1804,730.940569
-21.0,1958,745.422539
-17.0,3087,768.216741
-17.0,2973,789.648221
-20.0,2790,810.517295
-18.0,2376,827.486758
-20.0,2949,848.890205
-19.0,2815,1030.644174
-19.0,2587,1049.25686
-16.0,2680,1068.598976
-17.0,2249,1084.878742
-13.0,3823,1112.744432
-12.0,3561,1138.779702
-17.0,3458,1164.604814
-9.0,4425,1197.635069
-9.0,3289,1221.380715
-12.0,4041,1251.107886
-17.0,3328,1469.482437
-16.0,3243,1493.498043
-14.0,3414,1518.944757
-17.0,3029,1541.276176
-10.0,4355,1573.156001
11.0,2768,1593.17576
-1.0,5155,1629.660046
-2.0,4959,1665.681171
-6.0,4317,1944.164757
5.0,4352,1975.503127
18.0,2419,1992.880823
21.0,2035,2008.023241
5.0,4310,2039.169553
17.0,2273,2055.51933
3.0,4012,2085.045842
16.0,2299,2102.201961
7.0,3088,2124.942752
17.0,2124,2140.03061
18.0,1787,2320.890946
14.0,2301,2337.40289
19.0,2123,2352.91712
-3.0,3133,2375.757626
18.0,2220,2391.677384
12.0,2316,2409.077804
16.0,2308,2425.446886
12.0,2453,2443.055969
15.0,2307,2460.185354
19.0,1819,2473.365106
18.0,1760,2486.357643
13.0,2382,2503.855645
17.0,2187,2519.933987
21.0,2053,2535.350131
21.0,2040,2718.386949
17.0,1870,2731.816458
20.0,1804,2745.008821
21.0,2157,2760.784811
21.0,2049,2775.409443
19.0,1785,2788.392746
17.0,1905,2802.26786
20.0,2048,2817.131977
6.0,2779,2837.385893
15.0,2379,2854.849906
18.0,2214,2871.142257
15.0,2863,2891.927966
19.0,2269,2907.906713
21.0,2052,2922.847317
21.0,2034,2937.887265
12.0,2912,3106.159701
18.0,2155,3122.195144
21.0,2054,3136.8881
15.0,2475,3154.872637
21.0,2053,3169.830995
9.0,2690,3189.473138
18.0,1957,3204.169834
21.0,2051,3219.252786
19.0,2024,3234.010414
18.0,2004,3248.419808
19.0,1725,3261.510242
21.0,2048,3276.2903
17.0,2382,3294.443926
20.0,2115,3309.479525
13.0,3298,3490.371552
18.0,2258,3507.184824
19.0,1637,3519.427221
10.0,2582,3538.070834
18.0,2109,3553.255068
21.0,2055,3567.799598
17.0,2439,3585.654852
19.0,2253,3602.304795
20.0,2056,3617.249531
21.0,2037,3631.835298
15.0,2485,3649.657752
18.0,1831,3663.285938
15.0,2492,3681.344318
11.0,2641,3701.369761
14.0,2290,3902.048325
12.0,2378,3918.955416
19.0,1730,3931.595805
19.0,1961,3945.533756
20.0,1996,3960.04766
21.0,2055,3975.13377
21.0,2048,3989.602959
19.0,2204,4005.429856
20.0,1807,4018.651714
21.0,2055,4033.269357
16.0,2003,4048.172004
18.0,2229,4064.339049
19.0,2204,4079.769697
17.0,2369,4097.348369
13.0,2737,4117.473948
17.0,2192,4301.905312
18.0,1994,4316.296821
20.0,1800,4329.441229
18.0,2423,4347.440839
20.0,1591,4359.186051
15.0,2911,4380.253504
13.0,2803,4400.58511
21.0,2055,4415.808441
20.0,2112,4430.658419
21.0,2051,4445.542371
19.0,1728,4458.172553
20.0,1625,4469.908647
14.0,2862,4490.791864
18.0,1759,4503.505303
21.0,2048,4675.386204
16.0,2695,4695.081249
15.0,2144,4711.410842
18.0,1918,4725.592241
18.0,2208,4742.198184
20.0,1901,4755.956385
15.0,2036,4770.754123
9.0,3027,4792.511742
17.0,1901,4806.661734
20.0,1627,4818.697258
19.0,2085,4833.687163
20.0,1623,4845.515526
-14.0,2717,4865.085956
21.0,2098,4880.140966
20.0,1625,4891.584451
7.0,3477,5097.290224
20.0,1624,5109.48049
18.0,1875,5123.218374
16.0,2586,5142.317853
21.0,2051,5157.209484
15.0,2798,5178.146836
21.0,2050,5193.783182
21.0,2051,5208.899523
17.0,2354,5226.28381
15.0,2484,5244.384848
19.0,1725,5256.820705
12.0,2431,5274.408525
21.0,2048,5289.083499
16.0,2329,5305.865001
12.0,3179,5479.277422
19.0,1631,5491.453777
15.0,2542,5510.503282
21.0,2039,5525.615597
16.0,2415,5542.848849
17.0,2388,5559.970996
4.0,3663,5586.556386
18.0,1916,5600.534942
16.0,2837,5621.311515
21.0,2052,5636.348776
15.0,2887,5657.189846
17.0,2276,5673.599747
20.0,1800,5686.935589
9.0,3613,5858.84007
14.0,2298,5875.409952
18.0,1986,5890.428488
21.0,2053,5905.585574
20.0,2190,5921.290946
18.0,2182,5937.621939
20.0,1810,5951.1665
20.0,1667,5963.662773
20.0,1624,5975.88272
19.0,1758,5988.691459
20.0,1657,6000.880656
20.0,1622,6013.143829
17.0,1834,6026.600652
18.0,2618,6045.515647
20.0,2249,6061.794702
21.0,2055,6232.661238
19.0,1731,6245.956246
20.0,2095,6261.210541
17.0,2187,6277.685759
19.0,1717,6291.079382
20.0,2198,6307.212047
18.0,1781,6320.158001
18.0,1967,6334.404221
20.0,1627,6346.385201
21.0,1592,6357.772506
18.0,2095,6373.577789
20.0,1567,6385.388574
20.0,1623,6397.511247
15.0,2077,6412.597976
21.0,2051,6427.623672
18.0,1869,6440.818461
15.0,2167,6608.389831
19.0,1729,6621.488411
19.0,1944,6636.112829
21.0,2093,6651.923444
15.0,2044,6667.220321
20.0,1627,6679.205933
19.0,1821,6692.667928
21.0,2096,6708.396674
19.0,1975,6722.895382
18.0,1755,6736.598846
20.0,2175,6752.764466
20.0,1717,6765.451319
14.0,2578,6784.325396
20.0,1625,6796.173723
19.0,1636,6808.106962
20.0,1563,6819.600686
21.0,2050,6834.511934
15.0,2631,6996.640795
21.0,2031,7011.86328
18.0,2205,7027.405668
21.0,2050,7042.085818
20.0,2130,7057.77081
21.0,2095,7072.809207
15.0,2432,7090.754168
15.0,2537,7109.332891
20.0,1625,7121.09633
