#{"t_start": 1572312013.0427327, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1036,291.688721
-20.0,1461,607.614824
-16.0,2628,991.91233
-13.0,3039,1395.581148
-4.0,4341,1883.489512
14.0,2371,2264.657682
16.0,1884,2636.76194
21.0,2055,3040.474009
18.0,1924,3412.221216
20.0,1802,3792.422875
21.0,2053,4216.275056
17.0,1922,4605.377852
19.0,1763,4984.49319
14.0,3007,5458.003997
21.0,2093,5783.837724
19.0,2337,6178.049068
18.0,2198,6558.299374
19.0,2356,6945.394004
18.0,1851,7297.48302
19.0,1820,7663.659985
21.0,2050,8030.366257
21.0,2092,8411.861362
13.0,3248,8828.027033
20.0,1807,9168.186729
21.0,2053,9516.056235
21.0,2095,9888.790526
21.0,2092,10223.845082
19.0,2025,10563.412664
21.0,2093,10919.906836
18.0,2878,11383.261762
20.0,2090,11717.638827
19.0,1770,12118.534623
20.0,2146,12528.148177
20.0,2142,12910.985634
20.0,2272,13291.093073
20.0,2744,13696.416338
21.0,2051,14039.069035
21.0,2636,14438.015602
21.0,2756,14813.650418
