#{"t_start": 1572312013.2096567, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,1041,291.784215
-21.0,1553,612.224287
-17.0,2658,992.939749
5.0,3664,1427.533264
-2.0,4375,1884.915653
18.0,2075,2250.085986
-3.0,3446,2711.798325
20.0,1621,3019.35004
19.0,1653,3398.064698
13.0,2745,3839.304119
18.0,2225,4224.926008
18.0,1980,4608.272564
10.0,3104,5052.688051
14.0,2332,5424.297942
21.0,2053,5781.810439
18.0,1988,6161.777598
18.0,2165,6556.384457
18.0,2303,6942.983157
20.0,1624,7286.499078
18.0,2641,7702.54817
20.0,1804,8018.129015
21.0,2051,8409.615831
21.0,2055,8771.212487
19.0,1997,9177.051138
20.0,1807,9503.233415
21.0,2054,9886.57961
20.0,1807,10209.876995
20.0,2090,10567.052627
20.0,2988,10963.925013
18.0,2313,11355.356238
21.0,2095,11717.70885
21.0,2053,12131.328077
21.0,2636,12552.424937
20.0,2116,12909.692665
20.0,2338,13294.525163
20.0,2226,13669.899872
21.0,2054,14039.142162
21.0,2757,14443.408708
21.0,2093,14781.607105
