#{"t_start": 1572312012.6470892, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,903,285.903336
-20.0,1694,619.691026
-19.0,1772,947.62327
-8.0,3858,1437.008353
-9.0,3482,1843.247131
15.0,2187,2256.011564
18.0,1766,2631.210025
20.0,1677,3022.57495
17.0,2163,3424.922393
19.0,2221,3813.915565
21.0,2053,4216.642676
20.0,1874,4603.352642
19.0,2375,5015.93543
20.0,1622,5389.020198
21.0,2055,5782.455598
19.0,1729,6149.401169
12.0,2197,6558.591112
19.0,1746,6916.918326
20.0,1685,7289.875114
17.0,2100,7677.550855
21.0,2050,8030.760733
18.0,2033,8409.236478
20.0,1627,8751.295742
21.0,2095,9181.791921
15.0,2278,9527.317618
20.0,2121,9890.407945
20.0,1996,10219.548121
17.0,2153,10570.570325
20.0,2125,10922.127478
19.0,2382,11358.788908
20.0,3780,11803.879816
20.0,3140,12184.217674
21.0,2055,12524.224613
19.0,2544,12931.07847
20.0,2780,13315.481248
21.0,2054,13661.600709
20.0,2618,14066.613605
21.0,2757,14443.928611
21.0,2050,14779.920774
713671
-21.0,908,363.435841
-18.0,1094,371.628709
-19.0,1140,380.339765
-21.0,865,386.821042
-21.0,939,393.720348
-21.0,850,399.972342
-21.0,1019,407.756322
-21.0,905,414.653357
-18.0,1225,423.755977
-20.0,979,430.902739
-21.0,821,437.049068
-20.0,1181,445.771173
-21.0,990,453.104288
-19.0,1314,463.066155
-20.0,1104,471.522369
-18.0,1368,482.181616
-19.0,1254,491.658364
-18.0,1459,502.413142
-20.0,1119,510.789416
-20.0,1219,519.783293
-20.0,978,526.665908
-19.0,1407,536.708704
-20.0,1481,639.870168
-20.0,1398,650.063395
-19.0,1884,663.414595
-20.0,1662,675.707455
-19.0,2010,690.153604
-19.0,1843,703.886773
-16.0,1799,717.032597
-21.0,2120,732.716725
-21.0,2325,750.06882
-13.0,3057,772.350621
-18.0,2858,792.992809
-16.0,2745,813.526398
-17.0,2480,831.245013
-17.0,2197,847.238454
-16.0,2516,1027.027892
-20.0,2720,1046.405185
-15.0,2604,1065.133665
-12.0,3224,1088.530713
-13.0,3247,1112.139697
-16.0,3325,1136.46308
-17.0,3352,1161.531756
-18.0,3174,1184.94336
-14.0,4375,1217.174946
-6.0,3936,1245.922828
7.0,3131,1462.966759
-9.0,2966,1484.547064
-18.0,3256,1508.983977
-11.0,3945,1538.450632
8.0,3529,1564.138928
6.0,3419,1588.701337
-6.0,4198,1618.958742
13.0,2529,1637.265076
16.0,2298,1653.568329
10.0,3081,1923.319919
-3.0,3973,1952.177195
1.0,4595,1985.053499
4.0,4584,2018.360752
17.0,2189,2034.167163
19.0,2130,2049.503282
13.0,2366,2067.125565
9.0,2643,2086.382409
15.0,2354,2104.039441
17.0,2103,2119.598679
5.0,3198,2142.370215
18.0,1860,2323.575359
19.0,1730,2336.1958
18.0,2182,2352.04
19.0,1729,2364.702106
19.0,2123,2380.106951
4.0,3207,2403.558738
9.0,3036,2425.419425
-6.0,2533,2443.701681
21.0,2050,2458.917537
20.0,1817,2472.149755
12.0,2392,2489.488031
9.0,2539,2508.236582
19.0,1865,2522.059149
19.0,1864,2535.92189
19.0,1838,2717.609797
19.0,1726,2729.994732
20.0,1816,2743.244695
19.0,1730,2755.913822
18.0,2109,2771.047508
19.0,1634,2782.998276
19.0,1724,2795.446793
17.0,2232,2811.55035
20.0,1990,2826.110815
21.0,2048,2841.087378
19.0,2164,2856.908266
17.0,1967,2871.595956
19.0,2153,2886.968361
21.0,2035,2901.806021
20.0,1655,2913.447073
21.0,2053,2928.385293
