#{"t_start": 1572463742.621908, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,821,207.901275
-21.0,762,434.778785
-21.0,842,666.540613
-19.0,959,895.913152
-20.0,868,1122.088454
-18.0,1116,1372.628647
-21.0,846,1582.456366
-19.0,1038,1836.685196
-19.0,1010,2062.945452
-15.0,1565,2317.286424
-15.0,1698,2571.82503
-18.0,1824,2846.441906
-18.0,1822,3119.226962
-15.0,2334,3446.513189
-6.0,2844,3779.630974
-10.0,2487,4078.796928
-2.0,3058,4449.832076
1.0,3477,4818.335824
-5.0,2974,5137.164771
19.0,2126,5443.740566
