#{"t_start": 1572463742.112599, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,818,208.222664
-21.0,759,435.146732
-20.0,962,673.29644
-20.0,836,888.907975
-20.0,1046,1133.438576
-21.0,865,1358.79228
-19.0,990,1590.34603
-21.0,1082,1839.686917
-19.0,1215,2073.626125
-19.0,1251,2302.696961
-20.0,1211,2548.700201
-21.0,1605,2834.266249
-18.0,2248,3141.332656
-19.0,1899,3424.981962
-20.0,1765,3722.902995
-10.0,2659,4087.824945
-19.0,1197,4350.047509
-3.0,2767,4781.251299
-6.0,2664,5121.712782
17.0,2220,5448.991175
4,295.474563
-19.0,992,304.17199
-21.0,848,312.509198
-20.0,834,320.613995
-17.0,1182,331.044581
-21.0,909,339.097991
-20.0,986,348.989374
-21.0,875,360.301765
-21.0,997,373.651397
-20.0,957,382.026986
-18.0,1126,392.124523
-19.0,1049,401.357882
-20.0,906,480.80515
-19.0,1144,490.861412
-20.0,864,498.45815
-21.0,973,507.0477
-20.0,864,514.678941
-21.0,852,522.168569
-21.0,822,529.347367
-21.0,881,539.794204
-19.0,953,555.775232
-20.0,883,563.528863
-20.0,987,572.263511
-20.0,1021,581.326582
-21.0,940,594.216841
-20.0,918,606.015979
-20.0,922,614.211831
-20.0,1058,623.551908
-21.0,884,631.356817
-21.0,941,700.109234
-20.0,864,707.698191
-18.0,1282,728.402525
-21.0,861,736.970226
-21.0,911,745.050896
-20.0,1075,754.449809
-19.0,1077,764.049174
-17.0,1146,774.232715
-21.0,760,783.000063
-21.0,912,797.291174
-21.0,825,804.597748
-19.0,930,812.933821
-20.0,861,820.608025
-20.0,1060,830.057036
-21.0,834,839.445965
-19.0,935,854.149258
-21.0,848,925.953524
-21.0,917,934.10481
-20.0,853,941.580143
-20.0,920,949.733252
-18.0,1053,961.277731
-20.0,955,976.907389
-20.0,985,986.47183
-20.0,919,994.56938
-21.0,855,1002.127229
-20.0,891,1009.874285
-21.0,936,1023.709369
-20.0,897,1037.224645
-21.0,971,1045.824617
-21.0,852,1053.387199
-20.0,1248,1064.366345
-19.0,1102,1074.042436
-21.0,821,1085.885607
-20.0,1005,1160.869036
-21.0,926,1168.997736
-20.0,903,1178.820623
-20.0,836,1190.872436
-19.0,1001,1202.654693
-20.0,865,1209.995488
-19.0,931,1218.303256
-20.0,867,1226.095562
-20.0,943,1234.666243
-20.0,840,1245.535111
-21.0,763,1256.511627
-20.0,1051,1268.608693
-21.0,889,1278.326699
-21.0,909,1286.32265
-20.0,954,1297.395881
-21.0,845,1309.416954
-21.0,907,1320.184491
-20.0,839,1393.610682
-20.0,960,1402.053124
-21.0,895,1409.862035
-21.0,779,1416.732693
-18.0,1071,1429.791676
-18.0,1123,1443.402722
-21.0,821,1450.46724
-20.0,984,1459.166436
-20.0,956,1467.609675
-20.0,1062,1478.792614
-21.0,788,1492.318284
-20.0,984,1501.845323
-19.0,1052,1512.057924
-21.0,846,1520.347868
-20.0,1064,1529.685534
-20.0,928,1537.962068
-20.0,1021,1637.665813
-19.0,1197,1648.179065
-21.0,823,1655.423326
