policy_entropy,nupdates,total_timesteps,explained_variance,value_loss,fps,ep_reward_mean,ep_len_mean
1.709821105003357,39000,3120000,0.715202659368515,0.027097364887595177,1175,-17.66,1589.27
1.725459337234497,39100,3128000,0.8625065088272095,0.018381770700216293,1175,-17.56,1596.3
1.4753414392471313,39200,3136000,0.8853038921952248,0.018216967582702637,1175,-17.57,1602.29
1.685892105102539,39300,3144000,0.8475865423679352,0.03402763232588768,1175,-17.67,1595.44
1.7022323608398438,39400,3152000,0.7459794282913208,0.04808375984430313,1176,-17.57,1597.88
1.630529761314392,39500,3160000,0.6340754628181458,0.024011874571442604,1176,-17.68,1594.69
1.7140302658081055,39600,3168000,0.9441790394484997,0.005713918246328831,1176,-17.65,1602.72
1.6564728021621704,39700,3176000,0.6173758804798126,0.02428203821182251,1176,-17.72,1611.24
1.7038367986679077,39800,3184000,0.7992954254150391,0.026927251368761063,1176,-17.81,1615.47
1.6194422245025635,39900,3192000,0.8200843930244446,0.018000612035393715,1177,-17.82,1614.67
1.7110106945037842,40000,3200000,0.847236230969429,0.017075035721063614,1177,-17.8,1624.41
1.6864936351776123,40100,3208000,0.8880652338266373,0.023846810683608055,1177,-17.79,1629.61
1.6800826787948608,40200,3216000,0.6477825045585632,0.06046160310506821,1178,-17.74,1641.98
1.6729068756103516,40300,3224000,0.65494105219841,0.03349777311086655,1178,-17.67,1652.3
1.6954931020736694,40400,3232000,0.9491862617433071,0.006753815803676844,1178,-17.75,1653.48
1.6727632284164429,40500,3240000,0.7886858433485031,0.014175953343510628,1179,-17.71,1657.26
1.6971654891967773,40600,3248000,0.793820932507515,0.02759566530585289,1179,-17.69,1664.64
1.64910089969635,40700,3256000,0.816336452960968,0.015132183209061623,1167,-17.74,1668.23
1.6451473236083984,40800,3264000,0.7663336992263794,0.04763663560152054,1167,-17.58,1679.35
1.6446959972381592,40900,3272000,0.6207254528999329,0.044888388365507126,1168,-17.48,1694.31
1.6749897003173828,41000,3280000,0.7793448865413666,0.026864638552069664,1168,-17.42,1700.2
1.6984237432479858,41100,3288000,0.8667978495359421,0.010558689944446087,1168,-17.1,1734.39
1.6277925968170166,41200,3296000,0.8315337598323822,0.017900805920362473,1169,-17.03,1740.77
1.752738356590271,41300,3304000,0.7885515540838242,0.013653324916958809,1169,-16.96,1748.65
1.645176887512207,41400,3312000,0.851925253868103,0.01929246075451374,1169,-16.85,1755.04
1.6335842609405518,41500,3320000,0.7513408362865448,0.026818513870239258,1169,-16.81,1771.08
1.714345932006836,41600,3328000,0.6403100192546844,0.010529004968702793,1170,-16.88,1771.89
1.6290756464004517,41700,3336000,0.7149896621704102,0.06748044490814209,1170,-16.91,1771.67
1.683781385421753,41800,3344000,0.7973408252000809,0.0173366479575634,1170,-16.89,1776.27
1.6788666248321533,41900,3352000,0.7667497247457504,0.03487761691212654,1171,-16.75,1787.12
1.6945728063583374,42000,3360000,0.8254613131284714,0.015156527981162071,1171,-16.71,1786.96
1.6709833145141602,42100,3368000,0.711747795343399,0.01466096006333828,1171,-16.66,1789.13
1.6804670095443726,42200,3376000,0.6265550851821899,0.1330976039171219,1171,-16.58,1800.54
1.6213299036026,42300,3384000,0.6500757336616516,0.10132665932178497,1172,-16.39,1809.73
1.7163286209106445,42400,3392000,0.8826047629117966,0.017631523311138153,1172,-16.27,1815.13
1.712700605392456,42500,3400000,0.884087048470974,0.016432013362646103,1172,-16.32,1814.82
1.6972713470458984,42600,3408000,0.878154955804348,0.018071841448545456,1173,-16.24,1820.99
1.6730186939239502,42700,3416000,0.6968176662921906,0.02996421977877617,1173,-16.18,1823.42
1.7281450033187866,42800,3424000,0.8795620203018188,0.01078138966113329,1173,-16.21,1825.55
1.701790452003479,42900,3432000,0.7704996764659882,0.007303744554519653,1173,-16.3,1827.03
1.6094824075698853,43000,3440000,0.22843337059020996,0.049496643245220184,1174,-16.13,1841.55
1.6169278621673584,43100,3448000,0.7668881714344025,0.02129988744854927,1174,-16.04,1849.13
1.6966356039047241,43200,3456000,0.5226100981235504,0.022988080978393555,1174,-16.17,1846.51
1.6611402034759521,43300,3464000,0.7157455384731293,0.02498636767268181,1174,-16.12,1857.72
1.709313988685608,43400,3472000,0.7997440844774246,0.01849382184445858,1175,-16.31,1845.85
1.6109979152679443,43500,3480000,0.8147335648536682,0.009716719388961792,1175,-16.31,1846.59
1.7349008321762085,43600,3488000,0.9079092293977737,0.008868508972227573,1175,-16.36,1847.16
1.7150636911392212,43700,3496000,0.7881084680557251,0.014438018202781677,1176,-16.49,1842.02
1.695601224899292,43800,3504000,0.7916308790445328,0.027092862874269485,1162,-16.29,1859.01
