#{"t_start": 1572463742.3738606, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,919,213.914867
-21.0,1027,448.32851
-21.0,897,669.71733
-20.0,901,893.031377
-21.0,817,1120.144969
-18.0,1191,1376.620129
-21.0,927,1586.676749
-19.0,1157,1843.018732
-20.0,1106,2068.034772
-18.0,1253,2302.538831
-21.0,1243,2550.168839
-20.0,1851,2847.91609
-19.0,1954,3126.064796
-14.0,1868,3423.112555
-15.0,2093,3738.818775
-14.0,2239,4067.006353
2.0,3045,4449.433819
-4.0,3224,4806.858613
-12.0,2052,5088.874875
-3.0,3134,5497.767586
01,294.92417
-19.0,941,303.095757
-20.0,921,311.638673
-20.0,869,320.593234
-20.0,977,329.228023
-21.0,1001,338.138587
-20.0,1014,347.29181
-21.0,860,358.346444
-20.0,927,372.106223
-21.0,847,379.622484
-21.0,938,387.897296
-20.0,1136,397.938196
-19.0,1011,478.374478
-18.0,1058,487.661539
-21.0,820,494.959939
-20.0,1079,504.481283
-20.0,1313,515.965532
-20.0,839,523.377261
-20.0,1109,534.450236
-21.0,789,546.555268
-20.0,972,558.943495
-20.0,836,566.146786
-20.0,927,574.343475
-21.0,808,581.590799
-20.0,884,593.948862
-18.0,1306,609.256551
-18.0,1237,620.209551
-19.0,981,628.880443
-20.0,975,697.834517
-20.0,912,705.914411
-20.0,889,717.631186
-20.0,943,732.49725
-20.0,1044,741.746813
-20.0,956,750.146018
-20.0,864,757.822577
-19.0,1012,766.845281
-20.0,914,774.850312
-21.0,932,786.657902
-18.0,1095,801.153666
-21.0,845,808.522478
-21.0,894,816.534115
-20.0,838,823.937486
-20.0,1019,833.03502
-21.0,836,843.409375
-19.0,1113,859.196062
-21.0,965,931.726083
-19.0,931,939.897892
-20.0,859,947.529995
-21.0,897,955.360265
-20.0,897,967.223042
-18.0,1125,983.566122
-21.0,789,990.445796
-20.0,984,999.098721
-21.0,975,1007.752573
-20.0,838,1018.745222
-21.0,851,1033.787791
-20.0,1142,1043.85148
-20.0,917,1051.992576
-20.0,832,1059.395375
-20.0,872,1067.051539
-19.0,979,1077.508166
-21.0,810,1089.212654
-20.0,917,1161.545293
-21.0,906,1169.532944
-21.0,823,1178.547513
-21.0,904,1191.67248
-21.0,847,1201.579829
-20.0,1013,1210.35357
-21.0,822,1217.679274
-21.0,823,1225.026847
-21.0,823,1232.540753
-20.0,988,1243.815445
-21.0,853,1256.499039
-21.0,923,1267.511345
-20.0,837,1276.731421
-20.0,833,1283.968528
-19.0,1018,1294.777626
-17.0,1345,1314.053898
-21.0,807,1322.145846
-20.0,968,1396.600799
-21.0,788,1403.573868
-18.0,1136,1413.512981
-19.0,1085,1424.851907
-20.0,891,1438.130169
-20.0,1108,1447.900235
-20.0,959,1456.303466
-20.0,976,1464.960211
-20.0,929,1474.083077
-19.0,1005,1487.606566
-19.0,1105,1501.018334
-21.0,781,1507.849971
-19.0,1098,1519.327584
-21.0,941,1527.612272
-21.0,810,1534.780738
-21.0,819,1545.993925
-21.0,914,1640.72319
-20.0,1127,1650.601515
-21.0,902,1658.506975
-18.0,1121,1671.194452
-21.0,998,1686.617815
-20.0,914,1694.644808
-21.0,815,1701.830693
-20.0,1110,1711.660748
-19.0,1126,1722.492175
-20.0,1206,1739.82308
-16.0,1377,1754.117821
