#{"t_start": 1572463742.3560727, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,1183,229.273139
-19.0,1055,450.247461
-21.0,1059,677.213549
-20.0,836,888.660011
-21.0,869,1122.416547
-20.0,872,1358.916619
-20.0,1022,1592.021379
-21.0,859,1827.96098
-20.0,1120,2068.937596
-19.0,1036,2291.982414
-17.0,1605,2568.020185
-21.0,1676,2838.567999
-14.0,2181,3137.909116
-17.0,2693,3466.665203
-16.0,2043,3736.316316
-16.0,2076,4056.723882
-8.0,2585,4427.70072
-16.0,1989,4741.447408
-4.0,3026,5140.02322
-3.0,3445,5513.49272
,295.472284
-19.0,1145,305.510716
-19.0,1078,316.731272
-20.0,989,325.454528
-20.0,1023,334.521178
-21.0,907,342.564186
-20.0,973,354.063806
-20.0,939,367.726065
-21.0,893,376.614269
-19.0,994,385.392442
-21.0,791,392.304894
-19.0,1052,401.584537
-20.0,895,480.945199
-21.0,849,488.426935
-20.0,902,496.411873
-19.0,975,505.047077
-20.0,888,512.745426
-20.0,893,520.586794
-21.0,879,528.316695
-21.0,995,539.746725
-20.0,940,555.649824
-21.0,880,563.38357
-20.0,918,571.455298
-18.0,1074,580.974573
-16.0,1473,602.334907
-21.0,853,609.967025
-20.0,962,618.341467
-21.0,960,626.751522
-19.0,1267,698.454687
-20.0,946,706.823434
-19.0,937,719.933001
-20.0,1016,734.466593
-21.0,1042,743.634943
-20.0,1075,753.117409
-20.0,895,761.106668
-21.0,937,769.4496
-21.0,815,776.763782
-21.0,911,789.767729
-20.0,1158,803.235963
-21.0,934,811.636833
-21.0,884,819.382898
-20.0,1046,828.702715
-20.0,838,836.113318
-20.0,1032,852.724992
-19.0,1026,927.124442
-21.0,937,935.415248
-20.0,899,943.316245
-19.0,970,951.907037
-20.0,863,961.85701
-20.0,950,977.384049
-20.0,926,986.387945
-19.0,1112,996.167846
-21.0,825,1003.496098
-19.0,1177,1016.579905
-21.0,790,1030.096462
-20.0,1093,1041.631124
-21.0,1231,1052.542786
-20.0,957,1061.000365
-19.0,1135,1070.998631
-19.0,1101,1084.099572
-21.0,822,1158.503193
-21.0,857,1166.125804
-19.0,1007,1175.146882
-20.0,955,1188.016629
-21.0,1071,1202.329103
-17.0,1262,1213.317013
-21.0,851,1220.954923
-21.0,758,1227.627645
-21.0,823,1235.141462
-20.0,1295,1251.033172
-20.0,875,1264.770605
-21.0,898,1274.596068
-20.0,914,1282.616216
-20.0,955,1290.996375
-19.0,1135,1307.412434
-21.0,986,1319.768116
-18.0,1212,1396.519792
-21.0,869,1404.20717
-19.0,1059,1413.47345
-20.0,903,1423.231023
-21.0,909,1436.697042
-21.0,941,1444.946282
-21.0,911,1452.975103
-18.0,1104,1462.703455
-21.0,870,1470.268139
-18.0,1031,1483.205126
-21.0,861,1496.385168
-20.0,947,1504.649005
-20.0,867,1514.152294
-20.0,894,1521.837966
-21.0,970,1530.373505
-21.0,781,1537.376324
-21.0,1069,1637.46654
-21.0,912,1645.490099
-21.0,846,1652.827496
-20.0,995,1661.615992
-21.0,882,1672.213908
-20.0,896,1686.676177
-20.0,982,1695.364236
-20.0,836,1702.731145
-20.0,1132,1712.730035
-18.0,1132,1723.588211
-20.0,895,1735.882947
-20.0,985,1747.236683
-20.0,958,1757.505038
-21.0,1078,1766.991292
-21.0,865,1774.654159
-21.0,836,1781.977976
-21.0,955,1790.405099
-20.0,1048,1865.560776
-21.0,899,1878.140137
-20.0,1033,1887.281016
-18.0,1223,1898.164974
-19.0,1140,1908.218375
-20.0,1168,1925.071304
-19.0,1002,1936.677897
-20.0,1167,1946.898211
-21.0,928,1955.087391
-17.0,1396,1967.307739
-20.0,892,1975.237775
-19.0,1053,1988.315524
-20.0,1039,2002.840638
-19.0,991,2011.570631
-17.0,1281,2092.696027
-17.0,1302,2104.036476
-21.0,960,2115.198684
-20.0,1033,2130.875223
-20.0,1006,2139.761
-19.0,1109,2149.453266
-20.0,971,2158.041859
-20.0,1195,2168.485241
-19.0,1198,2178.974112
-20.0,1077,2188.423411
-19.0,1247,2199.435791
-19.0,1130,2211.574584
-20.0,1180,2228.101207
-15.0,1581,2244.699147
-18.0,1242,2339.280739
-20.0,1119,2349.116124
-20.0,1259,2365.822893
-19.0,1288,2381.640448
-18.0,1230,2392.324248
-15.0,1552,2405.877228
-16.0,1545,2427.771913
-19.0,1284,2439.017654
-16.0,1704,2453.919637
-20.0,1519,2467.210025
-19.0,1665,2491.150796
-18.0,1473,2612.992575
-17.0,1582,2626.6304
-19.0,1518,2639.985642
-17.0,1653,2663.561512
-18.0,1833,2679.45156
-17.0,1726,2694.564216
-12.0,2059,2715.398242
-17.0,1586,2735.959816
-17.0,1743,2751.108509
-17.0,1894,2877.159143
-17.0,1733,2892.360339
-14.0,1802,2912.993328
-14.0,1870,2933.537775
-19.0,1531,2946.994314
-18.0,1779,2973.306574
-17.0,1940,2990.574974
-15.0,1949,3008.84885
-13.0,2114,3034.314038
-18.0,1862,3190.053491
-19.0,1998,3210.218066
-20.0,1579,3226.755014
-12.0,2048,3251.036285
-20.0,1738,3266.170074
-19.0,1716,3287.198756
-20.0,1929,3308.280805
-16.0,2104,3328.411391
-15.0,2053,3493.525916
-19.0,1770,3508.927236
-21.0,2000,3528.905714
-14.0,2255,3556.392765
-18.0,2059,3574.299179
-20.0,1777,3593.119305
-14.0,2474,3620.39824
-13.0,2230,3793.147874
-16.0,1897,3810.070144
-11.0,2607,3842.975601
-14.0,2537,3864.804227
-10.0,2800,3898.383323
-15.0,2330,3920.187766
-14.0,2326,3943.328477
-11.0,2461,4156.096687
-16.0,2084,4174.144754
-9.0,2803,4206.73387
-5.0,3148,4233.846805
-14.0,2357,4261.81919
-14.0,2401,4286.50424
-5.0,2949,4504.921812
-12.0,2585,4529.240253
-11.0,2435,4553.952211
-2.0,3011,4586.592386
-4.0,2947,4616.202327
-4.0,3355,4834.00454
-7.0,2768,4857.940476
-5.0,2860,4893.840461
-4.0,3099,4921.748127
2.0,3047,4955.695359
-2.0,3134,4985.677665
9.0,2664,5205.278491
-5.0,3095,5238.614475
14.0,2471,5264.663869
15.0,2422,5285.64921
-9.0,2900,5320.108243
