#{"t_start": 1572463742.2321255, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,876,211.252579
-19.0,977,445.755175
-20.0,917,670.784708
-20.0,838,888.913148
-20.0,1025,1132.11123
-20.0,959,1364.577808
-20.0,1029,1592.46903
-19.0,1222,1846.852079
-20.0,1159,2070.731015
-16.0,1625,2321.103516
-15.0,1761,2575.109994
-20.0,1497,2828.013839
-17.0,1985,3127.793261
-13.0,2125,3436.612856
-16.0,2152,3741.802777
-5.0,3376,4123.571363
-9.0,2724,4434.536536
-2.0,3161,4804.057789
8.0,2762,5126.875611
20.0,1990,5437.610843
,298.583773
-21.0,990,307.306772
-20.0,943,317.347948
-20.0,922,325.517261
-20.0,1295,336.90834
-20.0,883,344.925566
-21.0,786,354.66559
-21.0,877,367.802474
-20.0,836,376.149487
-21.0,824,383.428475
-20.0,914,391.367831
-21.0,786,398.345266
-21.0,909,477.874288
-20.0,866,485.516835
-20.0,1017,494.441962
-19.0,1042,503.63579
-20.0,898,511.440321
-20.0,902,519.420008
-21.0,934,527.647599
-21.0,839,537.671556
-21.0,908,553.223422
-20.0,997,562.04448
-21.0,820,569.308404
-21.0,958,577.825516
-21.0,1019,589.567054
-20.0,1036,604.23842
-19.0,1057,613.629524
-20.0,949,621.979667
-21.0,881,629.822181
-20.0,941,698.506997
-20.0,1067,707.953762
-19.0,1057,723.848467
-21.0,849,735.185595
-19.0,1002,744.040412
-21.0,965,752.444825
-20.0,956,761.005024
-21.0,875,768.806178
-19.0,1006,778.759893
-21.0,1001,794.821443
-21.0,871,802.539126
-20.0,951,811.074477
-21.0,871,818.678609
-20.0,892,826.572744
-20.0,904,834.694189
-21.0,790,845.490895
-20.0,1020,923.558968
-21.0,805,930.695067
-20.0,898,938.64147
-21.0,961,947.108853
-20.0,835,954.363634
-19.0,989,966.801437
-19.0,1152,983.685359
-20.0,972,992.160851
-19.0,994,1000.827193
-19.0,931,1009.064292
-20.0,901,1021.166362
-17.0,1168,1038.464267
-21.0,851,1046.049164
-20.0,896,1054.01918
-20.0,915,1062.072516
-19.0,1014,1071.026523
-21.0,948,1082.079224
-20.0,925,1158.092854
-21.0,884,1165.961495
-20.0,917,1173.886487
-19.0,1116,1189.449752
-19.0,955,1201.727124
-20.0,1065,1211.024557
-21.0,1080,1220.686438
-21.0,776,1227.525154
-21.0,849,1235.260018
-19.0,1070,1248.694962
-20.0,867,1262.850401
-19.0,1025,1273.262933
-21.0,846,1281.16548
-20.0,917,1289.242508
-21.0,778,1298.79438
-20.0,1177,1316.588554
-20.0,976,1389.293233
-19.0,933,1399.398877
-21.0,819,1406.55104
-20.0,1012,1415.472733
-20.0,952,1425.661642
-19.0,1286,1442.376619
-21.0,814,1449.566853
-20.0,836,1456.985423
-21.0,845,1464.427101
-21.0,866,1472.097939
-20.0,902,1484.679641
-19.0,1062,1498.653182
-19.0,1077,1508.104363
-20.0,892,1517.718186
-21.0,865,1525.301641
-19.0,926,1533.586191
-20.0,923,1545.181831
-21.0,867,1639.98474
-20.0,1094,1649.605355
-18.0,1160,1659.799034
-20.0,1042,1671.756218
-20.0,927,1686.542406
-21.0,945,1694.856115
-20.0,947,1703.226156
-21.0,778,1710.045847
-20.0,942,1718.371195
-19.0,934,1729.195662
-20.0,1023,1743.644003
-21.0,888,1752.364761
-21.0,852,1760.796219
-21.0,991,1769.552939
-21.0,1004,1778.363333
-21.0,958,1786.85674
-20.0,1054,1861.030076
-20.0,982,1875.415235
-21.0,848,1882.880033
-21.0,758,1889.639503
-21.0,833,1896.766348
-21.0,907,1904.745262
-21.0,834,1914.097595
-18.0,1186,1932.078221
-20.0,989,1940.741659
-21.0,1012,1949.545209
-19.0,1197,1960.301741
-21.0,1181,1970.603906
-17.0,1206,1982.143149
-18.0,1345,2002.237897
-18.0,1096,2011.886112
-21.0,965,2020.360551
-19.0,1142,2100.17451
-20.0,1095,2112.579782
-20.0,1008,2127.976731
-18.0,1237,2138.884827
-19.0,991,2147.563973
-20.0,1125,2157.473933
-18.0,1338,2169.17947
-19.0,1153,2179.40143
-19.0,937,2187.436955
-20.0,1164,2197.753595
-20.0,1110,2207.894489
-21.0,938,2220.110022
-20.0,996,2235.645107
-17.0,1314,2247.256626
-18.0,1349,2342.652082
-18.0,1332,2357.653792
-18.0,1406,2376.826281
-19.0,1452,2389.548203
-16.0,1582,2403.345389
-18.0,1319,2420.605452
-17.0,1331,2434.927322
-18.0,1385,2447.056541
-21.0,1377,2458.974733
