#{"t_start": 1572463742.9559298, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,957,215.761777
-19.0,1247,461.950651
-20.0,911,669.776408
-20.0,974,896.360685
-21.0,790,1118.128719
-20.0,974,1364.831574
-21.0,917,1585.709271
-20.0,922,1830.366333
-19.0,1344,2078.869603
-21.0,1085,2293.573277
-19.0,1580,2565.833381
-20.0,1781,2844.014337
-19.0,2046,3130.669553
-20.0,1797,3417.988162
-15.0,2397,3755.493181
-19.0,2258,4067.435714
-10.0,2386,4414.888373
-2.0,3482,4818.277902
-6.0,2912,5134.152075
16.0,2179,5446.149037
