#{"t_start": 1572427180.843043, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2177,1314.756295
5.0,3582,2749.64105
19.0,1942,4087.619759
19.0,1747,5397.500498
20.0,1734,6707.867931
19.0,1784,8021.342524
20.0,1698,9326.947043
21.0,1637,10633.901821
18.0,1879,11955.100145
21.0,1636,13252.070372
20.0,1702,14572.790864
18.0,1849,15890.489935
21.0,1625,17191.263735
21.0,1626,18484.938616
21.0,1635,19777.777777
21.0,1628,21072.166994
21.0,1626,22365.982568
21.0,1636,23661.812734
21.0,1635,24953.937192
