#{"t_start": 1572427180.5664437, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2175,1314.858851
-2.0,3857,2763.686358
19.0,1820,4082.141185
20.0,1763,5398.638706
19.0,1800,6711.223031
21.0,1635,8013.534627
20.0,1796,9332.338029
21.0,1641,10634.551847
21.0,1636,11942.39901
19.0,1845,13262.728524
19.0,1798,14578.058358
18.0,1847,15890.623841
21.0,1630,17191.918959
21.0,1630,18485.454213
21.0,1630,19777.66749
21.0,1630,21072.563855
21.0,1625,22366.052953
21.0,1629,23661.521412
21.0,1633,24953.999818
