#{"t_start": 1572427180.6785111, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2175,1314.765379
-2.0,3856,2763.524834
21.0,1639,4072.982414
20.0,1720,5396.155608
19.0,1804,6711.325783
20.0,1727,8018.380312
20.0,1671,9325.680298
21.0,1642,10634.550551
21.0,1636,11942.282841
20.0,1730,13257.321465
20.0,1702,14572.943862
21.0,1630,15879.374842
21.0,1636,17192.257565
21.0,1626,18485.088599
21.0,1627,19777.330887
21.0,1625,21072.045758
21.0,1629,22366.377697
21.0,1627,23661.266991
21.0,1635,24954.101423
