#{"t_start": 1572427180.0474536, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2073,1310.542236
3.0,4089,2775.429385
19.0,1856,4084.229466
19.0,1743,5398.050256
21.0,1640,6704.379309
19.0,1791,8022.587324
20.0,1758,9330.858353
21.0,1640,10634.975615
21.0,1637,11942.980756
20.0,1730,13257.924661
19.0,1801,14578.755095
18.0,1852,15891.445628
21.0,1632,17192.602963
21.0,1630,18485.990313
21.0,1629,19778.122012
21.0,1636,21073.527141
21.0,1629,22367.002
21.0,1632,23662.278741
21.0,1628,24954.208923
