#{"t_start": 1572427180.442701, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,3005,1356.370994
3.0,4095,2775.38688
19.0,1944,4088.103874
19.0,1748,5397.955187
19.0,1800,6711.333209
21.0,1638,8013.846636
20.0,1757,9330.390122
21.0,1640,10634.559674
21.0,1638,11942.655406
13.0,2035,13272.116482
20.0,1697,14572.8124
19.0,1810,15888.898158
21.0,1635,17192.410302
21.0,1632,18485.762442
21.0,1636,19778.242033
21.0,1627,21072.44951
21.0,1632,22366.789883
21.0,1634,23662.026375
21.0,1633,24954.10876
