#{"t_start": 1572427181.014119, "env_id": "PongNoFrameskip-v4"}
r,l,t
-10.0,2271,1319.992415
-2.0,3860,2763.443164
19.0,1855,4083.200565
19.0,1748,5397.377409
20.0,1735,6707.763904
21.0,1641,8013.497545
20.0,1667,9325.116949
21.0,1642,10634.218254
21.0,1640,11942.297154
21.0,1634,13251.776936
19.0,1801,14577.816479
19.0,1811,15888.373494
21.0,1625,17191.10385
21.0,1634,18485.345186
21.0,1627,19777.011365
21.0,1633,21072.323225
21.0,1632,22366.260166
21.0,1625,23660.809484
20.0,1706,24957.335821
