#{"t_start": 1572427180.8575878, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,2999,1355.688067
3.0,4092,2774.814833
19.0,1943,4087.643403
20.0,1695,5394.537658
21.0,1640,6703.582978
21.0,1636,8013.340604
20.0,1797,9332.124772
21.0,1639,10634.074257
21.0,1637,11942.184627
19.0,1844,13262.393191
20.0,1750,14575.263035
21.0,1634,15879.455805
21.0,1627,17191.42219
21.0,1630,18485.19873
21.0,1625,19776.955383
21.0,1627,21072.063103
21.0,1625,22365.832456
21.0,1631,23661.400911
20.0,1706,24957.480946
