#{"t_start": 1572427180.55962, "env_id": "PongNoFrameskip-v4"}
r,l,t
-10.0,2267,1320.215657
-2.0,3860,2763.882435
19.0,1851,4083.439383
20.0,1720,5396.260667
20.0,1732,6707.997259
19.0,1786,8021.760754
20.0,1665,9325.447338
21.0,1642,10634.657862
21.0,1635,11942.344109
13.0,2033,13271.910675
20.0,1703,14573.119183
19.0,1809,15888.739507
21.0,1631,17192.011883
21.0,1630,18485.486673
21.0,1630,19777.693028
21.0,1632,21072.723403
21.0,1628,22366.379663
21.0,1633,23661.838083
20.0,1708,24957.91076
