#{"t_start": 1572427180.101783, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,3000,1356.520733
3.0,4093,2775.636533
19.0,1823,4082.779517
20.0,1765,5399.292493
20.0,1729,6708.30119
21.0,1640,8014.332302
20.0,1761,9330.944207
21.0,1637,10634.633562
18.0,1880,11955.898838
19.0,1842,13263.059714
19.0,1801,14578.682341
18.0,1850,15891.28703
21.0,1631,17192.465021
21.0,1630,18485.931012
21.0,1626,19777.788146
21.0,1626,21072.685493
21.0,1633,22367.262452
21.0,1631,23662.143203
21.0,1625,24953.997123
