#{"t_start": 1572427180.676856, "env_id": "PongNoFrameskip-v4"}
r,l,t
-10.0,2269,1320.225544
3.0,4095,2775.157838
19.0,1947,4088.038068
20.0,1715,5395.857157
20.0,1733,6707.953964
19.0,1788,8021.796706
20.0,1694,9326.856679
21.0,1639,10634.230685
21.0,1640,11942.614958
19.0,1848,13262.745716
20.0,1699,14572.774263
18.0,1847,15890.536129
21.0,1630,17191.80905
21.0,1627,18485.14114
21.0,1627,19777.308825
21.0,1630,21072.451215
21.0,1628,22366.243591
21.0,1632,23661.643823
21.0,1634,24953.995567
