#{"t_start": 1572427179.880727, "env_id": "PongNoFrameskip-v4"}
r,l,t
-14.0,2178,1315.768926
5.0,3582,2750.546638
21.0,1640,4073.871865
20.0,1698,5395.677994
19.0,1801,6711.977902
21.0,1639,8014.483592
20.0,1797,9333.072323
21.0,1635,10634.656574
18.0,1875,11955.791722
21.0,1633,13252.800099
20.0,1701,14573.646863
19.0,1811,15889.503342
21.0,1632,17192.745607
21.0,1628,18485.987693
21.0,1627,19778.061838
21.0,1631,21073.300086
21.0,1631,22367.293039
21.0,1630,23662.257965
21.0,1630,24954.505861
20.0,1093,91.707974
-20.0,985,96.492592
-21.0,819,100.505222
-21.0,826,104.486402
-20.0,926,108.955605
-21.0,820,112.938874
-20.0,859,117.093188
-18.0,1028,122.038106
-20.0,955,126.690928
-20.0,1000,131.569615
-21.0,790,135.400502
-21.0,972,140.099219
-20.0,1028,145.176306
-19.0,1019,150.129963
-21.0,823,154.103782
-21.0,758,157.77321
-21.0,819,161.722958
-21.0,822,165.672126
-20.0,1076,170.852138
-20.0,905,175.23274
-21.0,955,179.850098
-20.0,927,184.359553
-21.0,970,189.04459
-20.0,883,193.340908
-21.0,849,197.449759
-21.0,836,201.513308
-20.0,1050,206.822817
-19.0,1089,212.106515
-19.0,1008,216.991108
-20.0,865,221.166083
-20.0,930,225.681955
-20.0,896,230.035201
-21.0,877,234.275922
-21.0,838,238.301648
-20.0,835,242.351828
-21.0,789,246.262076
-21.0,894,250.669133
-21.0,823,254.678056
-21.0,1003,259.631084
-19.0,1013,264.64471
-19.0,932,269.246608
-20.0,895,273.539659
-21.0,884,277.781868
-20.0,918,282.209046
-20.0,942,286.808129
-20.0,1002,291.638559
-20.0,965,296.287819
-20.0,943,300.850253
-21.0,789,304.683198
-20.0,876,308.919682
-21.0,852,313.073718
-21.0,971,317.776114
-20.0,899,322.15791
-20.0,1151,327.740134
-19.0,1045,332.91912
-21.0,1049,338.049872
-20.0,1212,343.913694
-21.0,818,347.931196
-21.0,876,352.153035
-19.0,1170,357.812238
-21.0,943,362.397883
-20.0,922,366.845949
-20.0,984,371.61582
-21.0,928,376.085989
-21.0,880,380.320931
-21.0,818,384.344605
-21.0,928,388.89908
-21.0,968,393.601222
-20.0,986,398.452412
-20.0,834,402.499222
-21.0,758,406.201027
-19.0,916,410.731905
-19.0,1124,416.211369
-19.0,1012,421.137309
-19.0,953,425.769717
-21.0,896,430.142483
-20.0,1081,435.390877
-20.0,1012,440.30692
-20.0,983,445.075705
-19.0,1179,450.808483
-20.0,942,455.752657
-19.0,993,460.714615
-21.0,903,465.152794
-19.0,1123,470.666808
-18.0,1166,476.333605
-19.0,1222,482.278802
-20.0,1058,487.3918
-18.0,1302,493.717086
-20.0,1014,498.646844
-19.0,1153,504.35692
-19.0,1002,509.319024
-19.0,1255,515.516831
-21.0,1216,521.479134
-20.0,1154,527.092969
-19.0,1203,532.947759
-18.0,1155,538.576738
-21.0,876,542.840811
-20.0,1081,548.078862
-19.0,1030,553.05431
-18.0,1193,558.872446
-19.0,1119,564.357095
-21.0,1252,570.518
-18.0,1315,576.976968
-19.0,993,581.887363
-20.0,1157,587.539623
-20.0,1099,592.929647
-20.0,1085,598.179634
-20.0,1068,603.410138
-19.0,1186,609.156605
-21.0,1080,614.364689
-19.0,1281,620.564791
-18.0,1199,626.427872
-21.0,887,630.772358
-21.0,932,635.252439
-19.0,1234,641.221663
-20.0,952,645.862065
-19.0,1148,651.623744
-20.0,1271,657.86113
-20.0,982,662.61386
-17.0,1609,670.370881
-18.0,1376,676.962894
-17.0,1180,682.650817
-19.0,1358,689.200615
-20.0,1389,696.033839
-18.0,1319,702.538108
-20.0,1003,707.489915
-19.0,1431,714.472673
-21.0,1121,719.895771
-20.0,1253,726.036262
-18.0,1242,732.05827
-19.0,1155,737.645205
-18.0,1172,743.284196
-18.0,1281,749.583934
-18.0,1158,755.192414
-19.0,1215,761.134408
-20.0,1172,766.922733
-21.0,859,771.18885
-20.0,951,775.846601
-18.0,1382,782.542274
-19.0,1092,787.795305
-16.0,1366,794.395509
-18.0,1327,800.733415
-17.0,1161,806.390684
-17.0,1385,813.155132
-20.0,1035,818.260694
-19.0,1231,824.284631
-19.0,1170,829.909349
-14.0,1676,837.981252
-19.0,1405,844.749216
-19.0,1534,852.180852
-18.0,1082,857.410231
-20.0,1190,863.202737
-20.0,1287,869.589762
-18.0,1188,875.446022
-18.0,1193,881.216228
-21.0,957,885.849046
-19.0,1207,891.681027
-20.0,1197,897.464542
-21.0,946,902.040631
-17.0,1508,909.332449
-19.0,1241,915.317367
-21.0,953,919.916214
-19.0,1386,926.634664
-17.0,1443,933.700171
-17.0,1484,940.970169
-19.0,1104,946.445999
-18.0,1617,954.333111
-18.0,1296,960.570291
-19.0,1259,966.65781
-18.0,1416,973.4698
-19.0,1482,980.741815
-18.0,1427,987.756143
-18.0,1391,994.584762
-16.0,1465,1001.7475
-19.0,1494,1009.026967
-18.0,1330,1015.45133
-17.0,1577,1023.045783
-18.0,1458,1030.114151
-17.0,1525,1037.488432
-17.0,1423,1044.489376
-19.0,1255,1050.711529
-20.0,1387,1057.634788
-20.0,1193,1063.513404
-18.0,1623,1071.504448
-15.0,1519,1078.902134
-20.0,1616,1086.766519
-16.0,1545,1094.339704
-19.0,1670,1102.540901
-21.0,1376,1109.428696
-15.0,1502,1116.899517
-18.0,1432,1124.041502
-19.0,1505,1131.357795
-19.0,1246,1137.452173
-16.0,1625,1145.390899
-14.0,1785,1154.0821
-17.0,1699,1162.42191
-17.0,1403,1169.362602
-19.0,1263,1175.652724
-20.0,1273,1181.81956
-18.0,1817,1190.58816
-17.0,1935,1200.018944
-20.0,1220,1205.966136
-19.0,1231,1362.129516
-18.0,1451,1369.45377
-18.0,1550,1377.317825
-16.0,1746,1386.037789
-19.0,1163,1391.725109
-20.0,1314,1398.250268
-20.0,1459,1405.353206
-16.0,1674,1413.48486
-19.0,1233,1419.483979
-19.0,1289,1425.720418
-20.0,1347,1432.298112
-17.0,1675,1440.447261
-17.0,1731,1448.83592
-18.0,1393,1455.611758
-19.0,1582,1463.350404
-15.0,1752,1472.011763
-19.0,1270,1478.24966
-19.0,1429,1485.068101
-15.0,1480,1492.233897
-19.0,1364,1498.837644
-17.0,1544,1506.328046
-15.0,1709,1514.638849
-18.0,1715,1523.012691
-18.0,1487,1530.292736
-17.0,1668,1538.593673
-16.0,1384,1545.34102
-16.0,1758,1553.81163
-15.0,1542,1561.205448
-17.0,1943,1570.642684
-12.0,2247,1581.632754
-19.0,1377,1588.361309
-15.0,1646,1596.485717
-16.0,1416,1603.385018
-16.0,1623,1611.222053
-20.0,1614,1619.051442
-13.0,1989,1628.6971
-13.0,2660,1641.660374
-19.0,1428,1648.728677
-17.0,1664,1656.842243
-16.0,1636,1664.899977
-19.0,1236,1670.920996
-16.0,1928,1680.23662
-18.0,1585,1687.913855
-16.0,1889,1696.999537
-16.0,1925,1706.376916
-18.0,1943,1715.916679
-15.0,1852,1725.015731
-16.0,1630,1732.939425
-17.0,1829,1741.798596
-14.0,2205,1752.430063
-16.0,1523,1759.882598
-17.0,1790,1768.59355
-14.0,1746,1777.135693
-18.0,1760,1785.634864
-10.0,2258,1796.600512
-16.0,1721,1804.944263
-14.0,1686,1813.134239
-16.0,2069,1823.09401
-14.0,1939,1832.526111
-13.0,2405,1844.251925
-15.0,2085,1854.514055
-19.0,1981,1864.102749
-13.0,2631,1876.900004
-15.0,1967,1886.41103
-13.0,2133,1896.830195
-13.0,2389,1908.61171
-16.0,2139,1918.946944
-17.0,2033,1928.734647
-15.0,1845,1937.7219
-18.0,1906,1947.151926
-8.0,2523,1959.510467
-12.0,2521,1971.704403
-14.0,1958,1981.177694
-15.0,2647,1993.946907
-11.0,2097,2004.124615
-15.0,1594,2011.858818
-11.0,2083,2021.977952
-9.0,2507,2034.295235
-7.0,2553,2046.772586
-13.0,1883,2055.856479
-9.0,2665,2068.795506
-12.0,2161,2079.339493
-13.0,2512,2091.695594
-15.0,1778,2100.329194
-10.0,2222,2111.075397
-12.0,2322,2122.310092
-16.0,1891,2131.493067
-14.0,1636,2139.4933
-14.0,2314,2150.857277
-8.0,2878,2164.99356
-14.0,2327,2176.278691
-13.0,2432,2188.010346
-13.0,2858,2201.996332
-6.0,3776,2220.44974
-11.0,2305,2231.653796
-11.0,2676,2244.577582
-9.0,2488,2256.716037
-10.0,2943,2271.13535
-11.0,2984,2285.621557
-9.0,2562,2297.902625
-4.0,3679,2315.811536
-5.0,2875,2329.923301
-8.0,3221,2345.523397
-9.0,2436,2357.210521
-6.0,2856,2370.968357
-5.0,2813,2384.637418
-7.0,2968,2399.072857
-11.0,3337,2415.66248
-5.0,3092,2430.994651
-7.0,3133,2446.272583
-6.0,3304,2462.420267
-5.0,3791,2481.09479
-4.0,4540,2503.073294
-6.0,4055,2522.793962
-6.0,4407,2544.415317
-2.0,3566,2561.744327
1.0,4910,2785.160001
2.0,3695,2803.353003
-1.0,4541,2825.440618
4.0,3850,2844.068432
5.0,3505,2861.302157
-4.0,3122,2876.400658
-6.0,3549,2893.561826
-1.0,3537,2910.796169
3.0,3220,2926.425007
2.0,3624,2944.204672
6.0,3379,2960.459502
3.0,3509,2977.499859
8.0,3304,2993.776275
5.0,3729,3011.785943
-7.0,3019,3026.373901
3.0,3894,3045.366023
10.0,3084,3060.460705
-1.0,3236,3076.149247
13.0,2443,3087.989845
6.0,2860,3101.861959
6.0,3538,3119.095054
15.0,2216,3130.026912
20.0,1722,3138.387387
5.0,2771,3151.930295
12.0,2394,3163.466058
17.0,1912,3172.689081
18.0,1874,3181.715307
19.0,1821,3190.629851
16.0,1971,3200.263853
20.0,1854,3209.269044
15.0,2262,3220.244033
12.0,2104,3230.400189
5.0,3052,3245.126953
7.0,2878,3259.112072
13.0,2226,3270.027176
7.0,2762,3283.447737
10.0,2581,3295.957319
21.0,1701,3304.193768
19.0,1755,3312.731557
17.0,1890,3321.871388
9.0,2460,3333.796279
19.0,1761,3342.462794
16.0,2210,3353.224975
21.0,1692,3361.378071
19.0,1799,3370.169668
20.0,1735,3378.644384
16.0,1924,3388.120676
19.0,1843,3397.253219
21.0,1700,3405.532075
20.0,1669,3413.623169
16.0,2053,3423.466544
20.0,1670,3431.561494
19.0,1786,3440.246984
20.0,1780,3449.010968
19.0,1932,3458.432246
19.0,1768,3467.009875
19.0,1778,3475.609602
20.0,1733,3484.001584
17.0,1873,3493.145575
12.0,2183,3503.854033
17.0,1913,3513.186149
19.0,1861,3522.240575
17.0,1812,3531.028841
19.0,1848,3539.971253
16.0,2087,3550.17943
13.0,2255,3561.31026
16.0,2138,3571.662368
13.0,2180,3582.194945
16.0,1859,3591.220533
19.0,1750,3599.787405
16.0,1936,3609.116408
19.0,1786,3617.839714
18.0,1839,3626.832983
16.0,2003,3636.66196
19.0,1752,3645.123907
14.0,2117,3655.433724
14.0,1977,3665.049955
18.0,2005,3674.901956
15.0,2200,3685.731443
18.0,1860,3694.751257
15.0,2229,3705.5095
19.0,1728,3713.877823
9.0,2469,3725.832864
16.0,1826,3734.788942
5.0,2690,3748.363479
19.0,1722,3756.790164
19.0,1797,3765.520302
19.0,1907,3774.921472
19.0,1721,3783.421117
-19.0,1092,3788.731782
-7.0,1911,3798.030156
19.0,1785,3806.767648
18.0,1894,3816.143385
17.0,1943,3825.778747
18.0,1846,3834.771343
19.0,2086,3844.929319
18.0,1898,3854.192056
21.0,1656,3862.265789
19.0,1901,3871.610707
18.0,1811,3880.563119
15.0,1960,3890.039548
18.0,1901,3899.323647
12.0,2137,3909.670739
20.0,2080,3919.711443
19.0,1709,3928.018778
15.0,2117,3938.497721
19.0,1763,3947.223299
19.0,1891,3956.425806
14.0,1988,3966.037246
18.0,1796,3974.797842
20.0,1704,3983.090439
11.0,2266,3994.152658
3.0,2322,4099.174344
19.0,1740,4107.691394
21.0,1659,4115.842329
18.0,1834,4124.847982
