#{"t_start": 1572427180.9792542, "env_id": "PongNoFrameskip-v4"}
r,l,t
-15.0,2318,1322.073756
5.0,3580,2749.364818
21.0,1639,4072.697663
20.0,1764,5398.31964
19.0,1805,6711.088125
20.0,1731,8018.377343
20.0,1697,9326.735819
21.0,1641,10634.176665
21.0,1638,11942.141457
20.0,1731,13257.114933
19.0,1796,14577.543633
20.0,1713,15883.236352
21.0,1632,17191.675416
21.0,1635,18485.454902
21.0,1628,19777.140055
21.0,1629,21072.092544
21.0,1626,22365.83983
21.0,1630,23661.190345
20.0,1712,24957.739217
