#{"t_start": 1572427179.9524379, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,2998,1356.51401
-2.0,3974,2770.050948
19.0,1819,4082.691849
20.0,1718,5396.77798
19.0,1803,6711.996475
19.0,1788,8022.493584
20.0,1794,9332.793864
21.0,1639,10634.931096
21.0,1640,11943.316027
13.0,2032,13272.454017
20.0,1698,14573.3794
19.0,1816,15889.703866
21.0,1629,17192.457906
21.0,1628,18485.918559
21.0,1627,19778.00798
21.0,1633,21073.384248
21.0,1628,22366.972427
21.0,1628,23662.069099
21.0,1633,24954.599196
