#{"t_start": 1572468574.8577373, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,882,252.730615
-19.0,993,523.141066
-20.0,896,781.044127
-21.0,992,1047.963959
-21.0,827,1311.309525
-20.0,864,1581.740002
-21.0,999,1862.515874
-20.0,1005,2124.382226
-20.0,1052,2382.867241
-20.0,954,2644.833843
-20.0,1025,2913.122264
-19.0,1452,3198.962915
-20.0,1353,3488.880372
-17.0,1666,3800.731562
-9.0,2237,4126.261126
-20.0,1575,4414.384688
-13.0,1949,4751.006848
-3.0,2327,5095.998488
-9.0,2141,5391.298644
-9.0,2200,5711.883622
