#{"t_start": 1572468574.8401449, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,818,249.463387
-20.0,835,515.264309
-21.0,848,779.056903
-20.0,957,1046.244125
-21.0,788,1309.121184
-21.0,791,1578.801282
-20.0,967,1860.713577
-20.0,1075,2127.356721
-18.0,1117,2385.794851
-19.0,1145,2653.459301
-20.0,983,2910.704225
-20.0,1217,3186.940788
-16.0,1620,3500.321512
-18.0,1749,3803.839282
-6.0,2451,4135.60285
-8.0,2395,4446.551877
-8.0,2216,4762.546384
-15.0,1645,5068.423987
-7.0,2475,5404.292816
-8.0,2361,5719.251244
