#{"t_start": 1572468573.8280818, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,777,248.364944
-21.0,780,513.444469
-19.0,1008,788.334877
-18.0,1213,1059.211551
-21.0,896,1315.715123
-20.0,901,1584.459929
-21.0,823,1855.026139
-21.0,838,2117.508285
-20.0,974,2379.671511
-21.0,1065,2651.107273
-21.0,824,2905.045738
-18.0,1379,3196.37855
-16.0,1988,3517.351724
-18.0,1636,3800.659405
-19.0,1541,4096.612698
-18.0,1794,4424.754898
-4.0,2618,4780.256693
-11.0,1886,5080.149446
-4.0,2745,5417.552631
-10.0,2279,5716.83384
,324.541088
-20.0,886,336.937117
-21.0,874,348.58925
-21.0,1054,362.746006
-21.0,970,375.740755
-20.0,1008,389.028972
-21.0,877,400.899315
-21.0,819,411.82912
-19.0,947,424.733243
-20.0,859,436.137352
-21.0,787,446.999975
-21.0,959,460.310138
-21.0,1110,475.410474
-20.0,837,545.133553
-20.0,856,556.309723
-20.0,924,567.749818
-21.0,910,580.021989
-21.0,1004,593.244753
-21.0,884,605.152121
-20.0,979,618.388104
-20.0,899,630.756912
-20.0,930,643.275794
-21.0,942,655.53785
-21.0,1030,669.447118
-19.0,1022,683.243794
-21.0,968,696.298963
-21.0,987,709.414307
-20.0,928,722.03908
-20.0,915,734.042307
-19.0,1022,799.270389
-19.0,998,812.983288
-19.0,1103,827.9898
-21.0,790,838.511659
-21.0,870,850.381744
-20.0,917,862.617792
-21.0,820,873.626151
-21.0,821,884.568204
-21.0,844,895.981011
-20.0,1017,909.986643
-21.0,994,923.390091
-19.0,1083,937.613578
-20.0,894,949.822485
-20.0,917,962.451929
-19.0,1068,976.798417
-20.0,1031,990.515258
-21.0,825,1001.429419
-20.0,835,1070.399858
-20.0,832,1081.821235
-19.0,962,1094.633
-20.0,970,1107.558064
-21.0,868,1119.045517
-20.0,885,1130.980746
-21.0,939,1143.525686
-21.0,939,1156.125592
-21.0,823,1167.262357
-19.0,1042,1181.106604
-21.0,898,1193.222416
-19.0,1046,1207.298485
-20.0,988,1220.677039
-21.0,855,1232.111074
-20.0,945,1244.855598
-21.0,789,1255.446866
-21.0,1004,1268.828609
-20.0,1001,1345.511783
-21.0,847,1357.149242
-21.0,960,1369.650773
-20.0,898,1381.605506
-19.0,978,1394.809922
-19.0,1157,1410.297096
-21.0,910,1422.721321
-21.0,880,1434.378671
-21.0,880,1445.990872
-20.0,841,1457.451049
-20.0,867,1469.402094
-19.0,1147,1484.527967
-19.0,1034,1498.642871
-20.0,947,1511.560279
-19.0,1039,1525.617812
-20.0,871,1536.980552
-21.0,833,1613.035909
-21.0,959,1625.993094
-19.0,1160,1641.644696
-21.0,907,1654.064631
-20.0,945,1666.77983
-21.0,776,1677.177342
-21.0,789,1687.72383
-21.0,846,1699.176835
-20.0,840,1710.650119
-21.0,876,1722.425096
-20.0,912,1734.577185
-21.0,1062,1748.806305
-21.0,939,1761.406897
-20.0,865,1773.040945
-21.0,777,1783.630759
-20.0,870,1795.199511
-19.0,1117,1810.30393
-21.0,935,1875.307942
-21.0,977,1888.029689
-20.0,918,1900.786641
-21.0,993,1914.015661
-19.0,998,1927.405058
-20.0,960,1940.043528
-21.0,838,1951.35647
-20.0,1064,1965.785855
-20.0,1017,1979.273453
-19.0,934,1991.746473
-21.0,817,2002.675176
-19.0,1096,2017.572735
-21.0,1013,2031.021148
-21.0,847,2042.223867
-20.0,967,2055.103206
-19.0,1132,2070.216407
-20.0,1028,2083.956264
-21.0,840,2144.502199
-20.0,930,2157.306509
-19.0,1115,2172.252165
-20.0,946,2184.870049
-21.0,972,2197.670532
-20.0,917,2209.866116
-21.0,995,2223.106606
-19.0,1083,2237.268438
-20.0,872,2248.850157
-20.0,929,2261.356824
-20.0,956,2274.111314
-21.0,817,2285.095783
-21.0,789,2295.769694
-21.0,798,2306.123076
-19.0,1009,2319.456487
-20.0,981,2332.640326
-20.0,1135,2402.112139
-20.0,838,2413.551155
-19.0,1017,2427.471581
-20.0,920,2440.000463
-16.0,1331,2458.338744
-21.0,878,2470.05426
-20.0,1014,2483.6055
-20.0,1042,2497.521303
-19.0,1059,2511.806463
-21.0,917,2524.059028
-20.0,1062,2538.218805
-20.0,841,2549.546885
-21.0,885,2561.460365
-20.0,1072,2576.0607
-20.0,885,2587.938728
-19.0,1137,2603.275964
-21.0,942,2672.34839
-18.0,1215,2688.989129
-19.0,930,2701.42116
-18.0,1075,2716.082958
-20.0,1099,2730.486013
-20.0,1133,2745.725082
-21.0,841,2756.685333
-20.0,1144,2771.400158
-21.0,1007,2784.692353
-19.0,1141,2799.093057
-21.0,935,2810.57517
-19.0,1087,2823.905233
-19.0,1462,2842.961284
-19.0,1270,2859.670825
-20.0,918,2931.777465
-18.0,1186,2947.460326
-19.0,1119,2962.466154
-21.0,917,2974.366701
-20.0,1127,2989.697212
-20.0,1327,3007.546061
-16.0,1285,3024.783968
-17.0,1227,3040.968422
-17.0,1420,3060.076379
-19.0,1260,3076.783962
-21.0,1020,3090.331264
-20.0,1213,3106.630153
-16.0,1650,3128.310527
-18.0,1602,3241.287583
-19.0,1326,3258.971212
-18.0,1649,3280.839159
-14.0,1606,3301.765887
-16.0,1729,3324.603861
-19.0,1571,3345.327548
-15.0,1584,3366.422343
-15.0,1663,3388.230718
-19.0,1302,3405.920586
-19.0,1265,3422.273971
-13.0,1902,3541.900236
-19.0,1357,3559.785334
-14.0,1925,3585.198572
-20.0,1266,3602.01456
-14.0,1835,3626.155689
-13.0,1800,3649.724971
-18.0,1929,3675.085768
-17.0,1857,3699.824349
-17.0,1824,3723.492269
-20.0,1627,3839.010359
-21.0,1564,3859.466472
-20.0,1776,3882.6955
-21.0,1608,3903.411205
-11.0,2095,3930.682177
-15.0,1977,3956.339175
-20.0,1437,3975.180138
-20.0,1672,3996.839987
-19.0,1781,4020.563379
-10.0,2026,4160.924467
-5.0,2660,4196.281548
-21.0,1437,4215.352916
-5.0,2582,4248.872895
-20.0,1444,4267.636081
-19.0,1712,4290.338186
-10.0,2351,4321.429404
-21.0,1650,4343.565057
-20.0,1384,4474.865874
-20.0,1665,4496.727538
-18.0,1632,4517.773934
-6.0,2531,4551.224547
-14.0,1879,4575.728607
-7.0,2617,4610.719799
-10.0,2166,4639.659317
-14.0,2015,4665.797271
-15.0,1793,4798.540017
-13.0,1880,4823.243147
-5.0,2460,4855.800308
-5.0,2673,4891.308478
-4.0,2489,4924.022825
-8.0,2192,4952.766726
-6.0,2376,4983.893306
-3.0,2530,5133.90261
-11.0,1978,5159.701466
-7.0,2597,5193.582509
-9.0,2297,5223.619231
-9.0,2081,5251.172911
-7.0,2293,5281.398772
-9.0,2304,5423.448443
-8.0,2469,5455.296347
3.0,2908,5493.650193
-9.0,2391,5525.357359
-4.0,2662,5560.662889
-5.0,2591,5594.717739
3.0,2611,5628.67555
