#{"t_start": 1572468573.3532164, "env_id": "PongNoFrameskip-v4"}
r,l,t-2-20.0,836,251.827924
-20.0,1045,527.478861
-20.0,964,786.346496
-19.0,948,1047.323024
-21.0,823,1312.505112
-21.0,882,1584.141462
-18.0,1057,1867.000367
-21.0,898,2120.284129
-21.0,905,2377.427838
-21.0,1025,2649.887029
-21.0,926,2909.886752
-21.0,1274,3192.325678
-13.0,2047,3520.286142
-9.0,2172,3823.506207
-19.0,1800,4108.233804
-11.0,2409,4448.523305
-12.0,2094,4758.766887
-15.0,1597,5067.611916
-10.0,2023,5387.87596
-7.0,2406,5722.44521
0.385736
-18.0,1116,335.886181
-20.0,898,347.802735
-21.0,819,358.91323
-20.0,894,370.97381
-21.0,947,383.481762
-21.0,848,394.556839
-20.0,960,407.681388
-20.0,989,421.061245
-20.0,960,433.864164
-20.0,839,445.365347
-20.0,830,456.733801
-21.0,818,468.137351
-20.0,837,537.632723
-21.0,788,548.412541
-19.0,1020,561.24879
-21.0,969,573.971105
-21.0,900,585.83065
-20.0,916,598.021959
-20.0,927,610.681891
-20.0,841,621.978776
-21.0,992,635.614395
-20.0,1102,650.094139
-20.0,899,662.012465
-20.0,1078,676.691939
-21.0,895,688.728811
-21.0,899,700.777879
-21.0,899,712.964663
-21.0,789,723.469855
-20.0,915,735.592975
-21.0,850,798.486315
-19.0,947,811.42887
-21.0,935,824.158177
-20.0,927,836.6538
-21.0,776,847.074668
-20.0,1018,860.759796
-21.0,881,872.483132
-21.0,862,884.051321
-20.0,1051,898.404491
-19.0,931,911.08862
-20.0,938,923.890846
-19.0,911,935.776338
-20.0,979,949.077377
-20.0,877,961.12264
-20.0,833,972.274714
-20.0,895,984.322058
-20.0,1010,997.829239
-20.0,920,1067.687604
-20.0,951,1080.814781
-17.0,1137,1095.97456
-19.0,957,1108.738058
-21.0,906,1120.761532
-20.0,1162,1136.435399
-20.0,894,1148.559445
-20.0,899,1160.449073
-20.0,880,1172.317461
-21.0,866,1183.836927
-21.0,825,1194.804215
-20.0,1039,1208.850323
-17.0,1307,1226.302909
-21.0,944,1239.284027
-20.0,976,1252.338152
-18.0,1054,1266.359247
-21.0,810,1340.417495
-21.0,1052,1354.779788
-20.0,1114,1369.472061
-20.0,918,1381.654754
-20.0,1105,1396.629672
-20.0,916,1408.833173
-21.0,883,1420.746813
-21.0,822,1431.757684
-21.0,926,1444.020505
-21.0,824,1455.130718
-21.0,860,1467.078274
-19.0,1141,1482.085438
-20.0,977,1495.448723
-19.0,1085,1510.317892
-20.0,967,1523.308863
-20.0,963,1535.910057
-20.0,1082,1615.425799
-21.0,820,1626.448641
-21.0,975,1639.47165
-19.0,992,1653.189345
-19.0,1010,1666.746434
-20.0,942,1679.472004
-21.0,882,1691.297935
-21.0,932,1703.885706
-20.0,943,1716.537322
-20.0,893,1728.585678
-20.0,839,1739.904942
-21.0,821,1750.707787
-20.0,1049,1765.101264
-20.0,990,1778.411566
-21.0,865,1789.823301
-21.0,869,1801.639688
-20.0,1108,1816.679477
-20.0,862,1880.305899
-20.0,980,1893.691612
-20.0,956,1906.455306
-21.0,964,1919.466108
-20.0,838,1930.62279
-21.0,935,1943.066426
-20.0,978,1956.330747
-20.0,916,1968.572565
-21.0,854,1979.945158
-21.0,952,1992.654878
-20.0,961,2005.397009
-21.0,1029,2019.4136
-20.0,865,2030.898949
-20.0,918,2043.139765
-20.0,1017,2056.592775
-18.0,1170,2072.365043
-21.0,1122,2136.534068
-21.0,1164,2152.312199
-19.0,977,2165.482464
-21.0,926,2177.963351
-19.0,1069,2192.050457
-21.0,903,2204.160662
-19.0,1031,2217.802288
-19.0,1038,2231.316546
-19.0,1053,2245.128678
-20.0,1102,2260.178256
-19.0,1129,2275.254238
-20.0,890,2287.272324
-20.0,835,2298.408814
-21.0,849,2309.524743
-20.0,1023,2323.090538
-20.0,919,2335.472436
-20.0,969,2402.715237
-19.0,1223,2419.530641
-21.0,1050,2433.616785
-21.0,841,2445.190393
-20.0,959,2458.448349
-17.0,1389,2476.969917
-21.0,995,2490.308939
-20.0,1068,2504.729315
-20.0,993,2517.924827
-20.0,920,2530.271255
-20.0,1012,2543.755301
-21.0,959,2556.673498
-18.0,1053,2571.149648
-20.0,1092,2585.678053
-20.0,1076,2600.142733
-20.0,987,2669.875788
-19.0,1094,2684.835237
-21.0,881,2696.588413
-19.0,1166,2712.365999
-19.0,1109,2727.267686
-21.0,987,2740.275708
-21.0,1016,2753.769052
-17.0,1467,2772.747185
-17.0,1182,2788.271272
-18.0,1258,2803.987774
-20.0,987,2816.043638
-20.0,1183,2830.636926
-17.0,1538,2851.007876
-20.0,1028,2864.48472
-21.0,1032,2938.42313
-20.0,974,2951.355817
-20.0,999,2964.484896
-18.0,1221,2980.811857
-20.0,1105,2995.590041
-18.0,1290,3012.894955
-19.0,1227,3029.274732
-21.0,1370,3047.569623
-19.0,1308,3065.135755
-18.0,1439,3084.22823
-19.0,1262,3101.063295
-18.0,1273,3118.020089
-16.0,1486,3137.125952
-16.0,1465,3248.675506
-17.0,1481,3268.659554
-20.0,1543,3288.740534
-17.0,1395,3306.885471
-14.0,1593,3328.112412
-19.0,1451,3347.299556
-14.0,1802,3370.928133
-20.0,1709,3393.629206
-20.0,1335,3411.688953
-18.0,1478,3430.907412
-19.0,1688,3547.796963
-20.0,1508,3567.610123
-20.0,1598,3588.57513
-13.0,1880,3613.637364
-10.0,2326,3644.113874
-13.0,1709,3666.341569
-18.0,1884,3691.518719
-10.0,2093,3718.948488
-20.0,1602,3833.956886
-12.0,2090,3861.365998
-19.0,1925,3886.577804
-10.0,2267,3915.673271
-20.0,1569,3936.335769
-8.0,2457,3968.289648
-9.0,2416,3999.675794
-17.0,1717,4022.539139
-17.0,1813,4160.057248
-15.0,2008,4186.69513
-14.0,2102,4214.62939
-17.0,1717,4237.035309
-6.0,2742,4272.903997
-21.0,1411,4291.436749
-10.0,2153,4319.939837
-8.0,2124,4348.392601
-21.0,1480,4480.980127
-12.0,1986,4506.670106
-20.0,1470,4525.810683
-10.0,2323,4556.507628
-8.0,2417,4588.230919
-13.0,2375,4620.07907
-4.0,2430,4652.317077
-14.0,2021,4787.896045
-6.0,2497,4820.575435
-4.0,2685,4856.107547
-13.0,2215,4885.199587
-5.0,2598,4919.772524
-3.0,2746,4955.768945
-10.0,1931,4981.016183
-5.0,2455,5129.919454
-8.0,2588,5163.91286
-5.0,2709,5199.297218
-1.0,3104,5240.064198
-5.0,2605,5274.408882
-8.0,2542,5307.682341
-10.0,2140,5447.311938
-6.0,2713,5482.683257
-1.0,2945,5521.83876
-7.0,2428,5553.991234
3.0,2636,5588.902647
-8.0,2294,5618.473078
