#{"t_start": 1572468574.701882, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,993,257.663486
-19.0,948,521.296811
-21.0,875,780.130318
-20.0,1022,1049.358953
-19.0,1081,1325.117365
-20.0,879,1582.617814
-20.0,983,1861.744222
-21.0,815,2115.885151
-20.0,893,2375.558198
-19.0,1170,2654.669221
-19.0,1151,2918.192351
-19.0,1378,3195.432047
-17.0,1708,3504.479082
-6.0,2212,3823.688349
-9.0,2140,4121.257753
-17.0,1786,4423.449452
-9.0,2072,4756.656105
-3.0,2400,5099.86681
-10.0,2257,5396.087142
7.0,2505,5724.927893
