#{"t_start": 1572468573.8979003, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,875,253.272673
-19.0,1102,529.559808
-20.0,931,784.063816
-21.0,944,1046.503358
-21.0,760,1308.32257
-21.0,777,1579.128706
-20.0,895,1858.43485
-21.0,824,2117.003978
-21.0,786,2371.634868
-20.0,1161,2655.052661
-19.0,1055,2915.321284
-17.0,1475,3201.038959
-16.0,1757,3507.605567
-13.0,1718,3803.729088
-17.0,2083,4119.710048
-2.0,2676,4458.163159
-4.0,2246,4765.135283
-3.0,2446,5102.822091
-10.0,2059,5388.590737
3.0,2730,5734.822802
10.215451
-20.0,1027,324.069839
-21.0,921,336.954334
-21.0,964,349.940288
-21.0,883,361.653797
-20.0,925,373.993751
-21.0,846,385.348016
-20.0,864,396.810845
-18.0,1263,413.855658
-20.0,957,426.918966
-20.0,926,439.204811
-20.0,1017,453.044626
-20.0,838,464.840615
-20.0,1002,536.600636
-20.0,838,548.091739
-21.0,815,558.490014
-20.0,929,570.202512
-21.0,780,580.791439
-21.0,841,591.808682
-20.0,1043,605.901924
-20.0,834,617.147621
-21.0,776,627.715929
-21.0,1211,644.227611
-21.0,878,655.56031
-21.0,902,667.721945
-20.0,842,679.233699
-21.0,840,690.44132
-21.0,1003,703.858096
-21.0,1000,717.418746
-21.0,965,730.001066
-21.0,886,742.016556
-21.0,777,803.977322
-21.0,900,816.427144
-20.0,947,829.217219
-20.0,941,841.798954
-21.0,832,853.170949
-20.0,1045,866.892972
-20.0,922,879.55258
-21.0,822,890.390946
-21.0,836,901.80566
-20.0,893,914.138532
-20.0,1070,928.458535
-21.0,805,938.925338
-21.0,806,950.007555
-20.0,958,963.187932
-21.0,818,974.021453
-21.0,1085,988.699847
-19.0,987,1001.739012
-20.0,886,1071.590706
-19.0,937,1084.336339
-20.0,1170,1099.821172
-20.0,1165,1115.273895
-19.0,1111,1130.192446
-21.0,937,1142.671517
-20.0,1080,1157.140554
-20.0,943,1169.877398
-20.0,1005,1183.370116
-21.0,867,1194.901254
-21.0,758,1205.017451
-20.0,1038,1219.001808
-18.0,1123,1234.335939
-21.0,845,1245.647432
-20.0,833,1256.892416
-20.0,1168,1272.48838
-20.0,841,1347.048021
-19.0,951,1360.003584
-21.0,866,1371.318073
-21.0,876,1382.981894
-21.0,838,1394.192788
-20.0,920,1406.492449
-21.0,898,1418.616734
-19.0,935,1431.140075
-18.0,1262,1447.958853
-21.0,933,1460.735798
-21.0,849,1472.345826
-20.0,957,1484.957554
-20.0,840,1496.401001
-21.0,886,1508.511392
-21.0,909,1520.6122
-20.0,924,1532.772305
-20.0,949,1545.620068
-20.0,839,1621.814104
-19.0,1146,1637.140507
-21.0,850,1648.848331
-21.0,832,1660.207534
-21.0,896,1672.186487
-20.0,882,1683.986845
-20.0,1149,1699.530722
-20.0,894,1711.683803
-21.0,848,1723.106094
-20.0,841,1734.224204
-19.0,942,1746.903362
-20.0,1098,1761.697265
-21.0,885,1773.584271
-20.0,882,1785.501588
-21.0,822,1796.494954
-21.0,881,1808.386256
-21.0,972,1821.654708
-19.0,1191,1889.502606
-21.0,880,1901.76764
-21.0,925,1914.016311
-18.0,1038,1928.006324
-19.0,966,1940.829195
-20.0,925,1953.396426
-20.0,841,1964.6779
-21.0,899,1976.511841
-21.0,818,1987.461385
