#{"t_start": 1572468573.2963715, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,836,251.878501
-21.0,868,518.639526
-19.0,982,787.472771
-19.0,1143,1055.40536
-21.0,1035,1324.014439
-19.0,1163,1598.743752
-21.0,821,1855.43013
-20.0,985,2124.449625
-21.0,1024,2383.275966
-21.0,814,2641.076406
-20.0,915,2909.412293
-16.0,1663,3210.310371
-20.0,1506,3497.372037
-17.0,1799,3807.078127
-18.0,1855,4110.528807
-10.0,2153,4438.871063
-13.0,2139,4760.796174
-15.0,1774,5076.137917
-7.0,2347,5400.775743
-5.0,2735,5735.572206
42,323.670828
-20.0,996,337.701084
-21.0,832,348.672695
-20.0,867,360.307733
-21.0,868,371.955185
-21.0,789,382.345792
-19.0,1124,397.493593
-20.0,920,409.815595
-21.0,807,420.720565
-21.0,780,431.108184
-20.0,856,442.727074
-20.0,918,455.287005
-21.0,905,467.952978
-21.0,820,537.211921
-21.0,778,547.860317
-21.0,823,558.372657
-21.0,882,569.469548
-20.0,917,581.935194
-20.0,978,594.791066
-19.0,1012,608.407628
-21.0,822,619.61403
-21.0,938,632.386014
-21.0,822,643.513696
-21.0,1002,656.636027
-20.0,836,667.841036
-20.0,948,680.71207
-21.0,882,692.632029
-21.0,861,704.032175
-21.0,824,715.20512
-20.0,991,728.175282
-20.0,901,740.221529
-21.0,944,804.654914
-21.0,847,816.287302
-21.0,845,827.704872
-20.0,975,840.782286
-21.0,805,851.714964
-20.0,1021,865.243767
-21.0,960,878.359714
-20.0,987,891.523334
-21.0,781,902.149438
-20.0,892,914.427744
-21.0,972,927.451248
-19.0,1172,942.963739
-20.0,836,954.44603
-18.0,1213,970.874819
-20.0,961,983.753412
-18.0,1028,997.501992
-20.0,958,1067.960083
-20.0,1016,1081.833138
-20.0,1022,1095.452173
-20.0,839,1106.553186
-20.0,960,1119.334271
-18.0,1047,1133.433031
-21.0,1025,1147.284615
-19.0,1124,1162.362539
-21.0,1084,1176.842722
-21.0,819,1187.843226
-20.0,1309,1205.343118
-20.0,1106,1220.278969
-21.0,867,1231.953534
-18.0,1074,1246.447233
-20.0,986,1259.609595
-20.0,928,1272.115703
-20.0,921,1347.850247
-20.0,1067,1362.217902
-19.0,1201,1378.004221
-21.0,1024,1391.620042
-20.0,977,1404.840885
-21.0,848,1416.196484
-20.0,1132,1431.422342
-20.0,924,1443.671236
-21.0,900,1455.806371
-19.0,998,1469.657209
-21.0,790,1479.88627
-21.0,971,1493.154508
-20.0,944,1506.026451
-19.0,1248,1522.897199
-20.0,903,1534.702822
-19.0,1069,1614.092869
-17.0,1144,1629.516769
-20.0,1039,1643.445701
-21.0,901,1655.82482
-20.0,919,1668.29496
-20.0,1017,1681.810929
-20.0,1092,1696.442534
-21.0,806,1707.509107
-18.0,1345,1725.575456
-21.0,1022,1739.289109
-21.0,866,1750.746059
-20.0,839,1762.224345
-20.0,962,1775.236937
-21.0,886,1787.012925
-21.0,789,1797.604625
-21.0,974,1810.816514
-19.0,1162,1878.453408
-21.0,881,1890.429685
-18.0,1123,1905.629739
-21.0,963,1918.613498
-20.0,839,1929.807276
-21.0,820,1940.679543
-19.0,1076,1955.239451
-20.0,894,1967.192384
-18.0,1083,1981.711777
-21.0,780,1992.035105
-20.0,914,2004.178665
-21.0,822,2015.34824
-21.0,997,2028.710559
-20.0,1037,2042.476251
-21.0,841,2053.667482
-20.0,930,2065.988554
-18.0,1024,2079.764228
-19.0,1150,2144.379308
-21.0,907,2156.892711
-20.0,990,2170.087631
-21.0,808,2181.0353
-21.0,1166,2196.452855
-19.0,1112,2211.19599
-20.0,948,2223.76113
-21.0,840,2234.67308
-21.0,838,2245.605343
-19.0,1334,2263.732841
-20.0,951,2276.486837
-20.0,1077,2290.909732
-20.0,895,2302.653261
-20.0,1132,2317.682939
-21.0,1023,2331.366405
-20.0,981,2398.576774
-20.0,876,2410.810153
-21.0,886,2422.939872
-20.0,921,2435.351406
-17.0,1415,2454.710698
-20.0,1111,2469.750253
-20.0,948,2482.431175
-19.0,982,2495.606955
-18.0,1291,2512.924225
-21.0,940,2525.44905
-16.0,1434,2544.656152
-20.0,1013,2558.309861
-20.0,921,2570.99025
-19.0,1119,2585.924582
-21.0,1044,2599.911759
-20.0,915,2668.701444
-20.0,997,2682.304153
-20.0,1224,2698.897768
-21.0,1065,2713.250637
-19.0,1237,2729.634784
-21.0,912,2741.732514
-18.0,1164,2757.217009
-20.0,1150,2771.998164
-18.0,1147,2787.109945
-19.0,1074,2800.613096
-18.0,1106,2814.15579
