#{"t_start": 1572468574.8490002, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,865,251.918716
-21.0,781,512.509391
-20.0,835,778.336688
-20.0,985,1047.627906
-21.0,901,1314.91884
-20.0,942,1585.506305
-20.0,902,1857.808766
-20.0,1049,2126.186302
-21.0,912,2376.325242
-20.0,1297,2659.77756
-20.0,902,2907.39224
-15.0,1689,3209.955685
-15.0,2249,3526.173243
-19.0,1866,3808.45715
-18.0,1820,4107.629171
-19.0,1558,4413.569808
-6.0,2245,4764.137583
-18.0,1546,5063.693829
-10.0,2233,5394.85707
-6.0,2741,5734.271362
