#{"t_start": 1572462715.0078495, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,1092,241.21313
-20.0,1144,494.713258
-19.0,1038,739.640715
-21.0,779,978.522292
-20.0,908,1237.68959
-21.0,1017,1503.215461
-20.0,1195,1770.625168
-20.0,1018,2014.216821
-20.0,1001,2286.709437
-21.0,1071,2551.60604
-19.0,1267,2830.041892
-15.0,1949,3135.689266
-21.0,1295,3402.479802
-20.0,1536,3725.063027
-20.0,1588,4029.289278
-13.0,2138,4390.650025
-13.0,2402,4744.846306
-4.0,2589,5118.579054
7.0,2432,5455.72355
4.0,2699,5796.026369
983,313.155651
-20.0,890,324.68577
-21.0,817,335.295574
-21.0,849,345.718446
-20.0,917,357.477938
-21.0,1003,370.267261
-20.0,900,381.689342
-21.0,847,392.359529
-21.0,848,403.32581
-20.0,839,414.009862
-21.0,821,424.290777
-21.0,911,436.130125
-21.0,785,446.351962
-21.0,816,507.238236
-18.0,1254,522.632927
-21.0,911,534.006012
-20.0,833,544.866755
-21.0,1042,558.263638
-20.0,864,569.160264
-20.0,867,580.048602
-21.0,762,590.018723
-21.0,824,600.4789
-21.0,942,612.25254
-21.0,1003,624.99514
-21.0,967,637.226134
-21.0,761,646.446017
-21.0,822,656.913288
-20.0,1167,671.621786
-21.0,880,682.777758
-20.0,986,695.368223
-21.0,932,759.130418
-21.0,882,770.004647
-20.0,1042,782.826408
-20.0,923,794.326311
-20.0,841,804.807026
-21.0,818,815.306264
-20.0,901,826.740119
-20.0,839,837.282398
-21.0,758,846.491605
-20.0,896,857.794394
-21.0,874,868.914238
-20.0,944,880.927308
-21.0,847,891.444616
-21.0,787,901.292295
-21.0,899,912.6419
-21.0,992,924.900931
-20.0,897,936.321693
-21.0,842,1000.033488
-20.0,1035,1012.951889
-21.0,830,1023.619909
-18.0,1309,1040.254556
-21.0,824,1050.554633
-21.0,847,1061.380583
-20.0,923,1072.792301
-19.0,960,1085.182948
-21.0,843,1096.322052
-21.0,838,1107.024588
-20.0,965,1119.335946
-20.0,923,1130.975091
-21.0,817,1141.247053
-18.0,1110,1155.495979
-18.0,1114,1169.30831
-21.0,1109,1183.138979
-20.0,872,1194.226688
-21.0,853,1263.769179
-20.0,1092,1277.807509
-21.0,1029,1290.927662
-21.0,996,1303.223924
-20.0,1122,1317.444082
-21.0,821,1327.66075
-20.0,1022,1340.756725
-20.0,1059,1354.003172
-20.0,925,1365.511025
-19.0,1026,1378.79154
-20.0,1004,1391.697199
-21.0,935,1403.330608
-20.0,1010,1415.834361
-21.0,887,1426.803694
-21.0,780,1436.63385
-20.0,956,1448.944162
-21.0,822,1518.187341
-19.0,967,1530.624434
-20.0,945,1542.652099
-20.0,841,1553.527646
-18.0,1119,1567.322002
-20.0,898,1578.631025
-18.0,1108,1592.197066
-19.0,994,1605.057445
-20.0,918,1616.691869
-20.0,881,1628.105372
-21.0,843,1638.443052
-17.0,1155,1652.927093
-18.0,1147,1667.282929
