#{"t_start": 1572462715.7645867, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,817,230.758623
-21.0,839,481.800841
-19.0,1103,742.063848
-21.0,834,980.133433
-21.0,907,1236.897212
-21.0,838,1492.991066
-20.0,876,1752.709093
-21.0,849,2004.455078
-19.0,1138,2293.615172
-20.0,913,2542.817591
-20.0,1068,2819.453573
-21.0,1342,3103.253555
-15.0,1912,3433.873815
-16.0,1912,3743.369355
-21.0,1767,4037.444423
-17.0,1786,4369.738371
-18.0,1733,4706.726949
-4.0,2727,5126.441441
-2.0,2872,5476.663843
5.0,3159,5816.023875
