#{"t_start": 1572462715.5670989, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,1134,242.088245
-20.0,838,481.92732
-20.0,976,735.796079
-21.0,892,982.719231
-19.0,1196,1251.07509
-21.0,842,1493.397119
-18.0,1152,1767.277744
-16.0,1408,2034.18521
-21.0,927,2282.414132
-18.0,1196,2557.913658
-20.0,1186,2825.952884
-19.0,1637,3117.97049
-16.0,1717,3424.979832
-10.0,2145,3754.26453
-19.0,1732,4035.912975
-11.0,1966,4379.297278
-17.0,1971,4719.773358
20.0,1561,5058.664948
-10.0,2231,5443.760417
7.0,2839,5801.433077
