#{"t_start": 1572462715.6057649, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,787,229.748298
-20.0,923,485.39832
-21.0,880,731.274817
-20.0,938,985.418317
-18.0,1217,1252.03078
-20.0,923,1497.37449
-21.0,1008,1760.046873
-21.0,934,2009.573844
-21.0,1006,2286.32896
-20.0,1084,2551.725511
-15.0,1466,2838.935696
-18.0,1628,3117.531603
-13.0,1865,3431.617094
-20.0,1392,3717.037035
-10.0,2577,4079.650137
-15.0,2056,4385.058944
-1.0,2852,4768.086839
-3.0,2759,5128.63694
-7.0,2480,5458.154483
7.0,3055,5811.220582
