timestamp,rapl_power_draw_absolute,rapl_estimated_attributable_power_draw,nvidia_draw_absolute,nvidia_estimated_attributable_power_draw,cpu_time_seconds,average_gpu_estimated_utilization_absolute,average_gpu_estimated_utilization_relative,average_relative_cpu_utilization,absolute_cpu_utilization,per_gpu_performance_state,relative_mem_usage,absolute_mem_usage,absolute_mem_percent_usage,hz_actual,realtime_carbon_intensity
1570691708.834484,39.06414187660148,33.655875535397094,157.3,157.3,9.33,0.56,1.0,1.0099999990593642,1.0083358345623519,0::P0,0.19101695030764532,235241472,0.005098886175612897,1.6936 GHz,289.6984568920768
1570691719.419375,48.822334506075805,48.417034174411995,158.4,158.4,20.57,0.9866666666666667,1.0,1.0092592591896343,1.088593936526506,0::P0,0.8953908712948908,1653047296,0.026040776657229158,1.2151 GHz,289.6984568920768
1570691729.908606,45.90532081064761,46.31596382441437,146.31,146.31,31.99,0.9866666666666667,1.0,1.0283018871899805,1.0883976313207198,0::P0,0.8953340915345548,1653071872,0.026041079854198644,1.2001 GHz,289.6984568920768
1570691740.402728,56.78031675066492,55.94538909090654,156.4,156.4,43.42,0.99,1.0,0.9999999988510806,1.0684286362334083,0::P0,0.8952624490940381,1653075968,0.02604114049359254,1.2001 GHz,289.6984568920768
1570691751.943755,55.48875291750443,54.63731536831908,155.98,155.98,55.9,0.9866666666666667,1.0,1.000000000386589,1.058452159035843,0::P0,0.8952486699799037,1653080064,0.026041201132986434,1.2265 GHz,289.6984568920768
1570691763.680758,51.640718538936184,51.25588260552988,164.15,164.15,68.72999999999999,0.99,1.0,1.0094339608805951,1.0684238868923541,0::P0,0.894978357278915,1653084160,0.02604126177238033,1.2031 GHz,289.6984568920768
1570691775.268133,45.16983809430542,44.14344677360791,160.74,160.74,81.42,0.99,1.0,0.9906542061938158,1.0584204294167177,0::P0,0.8953760325753817,1653088256,0.02604132241177423,1.9222 GHz,289.6984568920768
1570691785.762896,50.56247919871582,50.197858292592876,145.26,145.26,92.89,0.99,1.0,1.0093457941113957,1.0783834098607497,0::P0,0.8953314493246131,1653092352,0.026041383051168127,1.5385 GHz,289.6984568920768
1570691796.270499,52.95437454559427,51.75955837112122,149.43,149.43,104.23,0.99,1.0,0.9905660372484686,1.0494842391998391,0::P0,0.8950553235929901,1653272576,0.026037259572383124,1.2968 GHz,289.6984568920768
1570691806.889757,55.526907325505206,54.66363594643312,158.25,158.25,115.7,0.99,1.0,1.0000000007933474,1.0784279489198605,0::P0,0.8952570704806779,1653346304,0.02603835108147327,1.3000 GHz,289.6984568920768
1570691817.338012,48.74761137354633,48.81224888638786,148.3,148.3,126.91000000000001,0.99,1.0,1.0188679240269973,1.078407462020089,0::P0,0.8949976498641508,1653321728,0.02603756276935261,1.3002 GHz,289.6984568920768
1570691827.884847,52.41529312098101,51.6220532988603,159.03,159.03,138.45,0.99,1.0,1.000000000386589,1.0584287287784877,0::P0,0.8945010509072606,1652666368,0.026026587039057227,1.2468 GHz,289.6984568920768
1570691839.752898,56.782178247465794,56.36210908763391,157.12,157.12,151.37,0.99,1.0,1.0094339617674901,1.068666854943901,0::P0,0.8946255862428348,1652641792,0.026026223202693842,1.3704 GHz,289.6984568920768
1570691850.331134,57.60067641875291,57.68690726138345,157.02,157.02,162.8,0.99,1.0,1.018691589387988,1.089436794175821,0::P0,0.8947887848090181,1652654080,0.02602570776784572,1.5872 GHz,289.6984568920768
1570691860.908347,58.183752606004106,55.553812835492934,158.35,158.35,174.35,0.99,1.0,0.9646017708019066,1.0884004937143368,0::P0,0.895013496198232,1652826112,0.0260282546223894,1.2000 GHz,289.6984568920768
