#{"t_start": 1572444357.0206451, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2320,1350.260425
4.0,2875,2777.73587
20.0,1665,4130.565163
20.0,1696,5471.479275
19.0,1725,6815.765615
21.0,1695,8159.16152
20.0,1726,9508.039679
21.0,1630,10847.272702
21.0,1631,12186.474742
21.0,1626,13522.238952
21.0,1630,14865.701947
21.0,1626,16198.677893
20.0,1695,17542.494572
21.0,1634,18888.51227
21.0,1633,20233.584376
21.0,1628,21602.736783
21.0,1630,22941.465484
21.0,1633,24283.878918
21.0,1627,25623.692707
