#{"t_start": 1572444357.2460804, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,2309,1349.506651
4.0,3113,2789.548946
20.0,1670,4130.688731
20.0,1668,5469.549087
19.0,1736,6816.289456
20.0,1770,8162.80162
20.0,1724,9507.705596
21.0,1636,10847.650112
21.0,1634,12186.517695
21.0,1628,13522.177089
21.0,1634,14865.812597
21.0,1631,16198.780397
21.0,1628,17538.894847
21.0,1634,18888.311343
8.0,2205,20262.55151
21.0,1633,21602.9111
21.0,1633,22941.436393
21.0,1625,24283.021339
21.0,1625,25623.330856
