#{"t_start": 1572444356.2093182, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1869,1327.88992
4.0,3109,2790.247793
20.0,1668,4131.590164
20.0,1725,5473.780499
20.0,1697,6815.07818
20.0,1666,8158.161185
20.0,1727,9508.89344
21.0,1632,10848.289904
21.0,1630,12187.212981
21.0,1632,13523.522954
21.0,1630,14866.492571
21.0,1630,16199.73416
21.0,1636,17540.46117
20.0,1723,18893.712338
8.0,2205,20263.584006
21.0,1625,21603.319209
21.0,1629,22942.192718
21.0,1627,24284.225409
21.0,1635,25625.010985
