#{"t_start": 1572444357.0254562, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2318,1350.17866
4.0,3109,2789.453164
20.0,1666,4130.625499
20.0,1670,5469.895421
20.0,1699,6814.425075
20.0,1767,8162.845818
20.0,1741,9508.781018
21.0,1632,10847.503321
21.0,1629,12186.347099
21.0,1634,13522.838229
21.0,1632,14865.885881
19.0,1758,16205.026209
20.0,1689,17542.071535
21.0,1633,18888.421918
8.0,2206,20262.826605
21.0,1631,21602.967389
21.0,1633,22941.63608
21.0,1630,24283.636925
21.0,1635,25624.210692
