#{"t_start": 1572444356.7679198, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,2307,1349.83405
4.0,2873,2777.822052
20.0,1670,4131.178541
20.0,1662,5469.714099
19.0,1729,6816.245338
20.0,1667,8157.678686
20.0,1746,9509.413544
21.0,1631,10847.638354
21.0,1634,12186.970924
21.0,1630,13522.815175
21.0,1631,14866.054586
21.0,1631,16199.231389
21.0,1630,17539.523624
21.0,1630,18888.488983
8.0,2208,20263.202144
21.0,1633,21603.356807
21.0,1635,22942.022758
21.0,1631,24283.967942
21.0,1628,25624.008648
