#{"t_start": 1572444356.0843046, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,2817,1376.276592
4.0,2783,2773.871771
20.0,1662,4131.307391
20.0,1663,5470.462365
20.0,1696,6815.137088
19.0,1755,8163.135487
20.0,1745,9509.962765
21.0,1634,10848.590391
21.0,1631,12187.405179
21.0,1630,13523.466727
21.0,1626,14866.33534
21.0,1636,16200.238985
21.0,1632,17540.317966
20.0,1725,18893.969862
8.0,2205,20263.693575
21.0,1633,21604.012609
21.0,1628,22942.212994
21.0,1628,24284.403449
21.0,1633,25624.946878
