#{"t_start": 1572444356.7399664, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,2817,1375.645093
9.0,2570,2762.885823
20.0,1670,4131.186051
20.0,1662,5469.713721
19.0,1734,6816.584231
21.0,1689,8158.980551
20.0,1745,9509.332356
21.0,1631,10847.64726
21.0,1635,12187.127622
21.0,1626,13522.486129
21.0,1628,14865.808185
21.0,1631,16199.264105
20.0,1687,17542.191274
20.0,1724,18893.235098
8.0,2203,20262.948275
21.0,1632,21603.306203
21.0,1625,22941.34848
21.0,1635,24284.296849
21.0,1635,25624.457855
