#{"t_start": 1572444355.8690524, "env_id": "PongNoFrameskip-v4"}
r,l,t
-17.0,2315,1351.194674
4.0,2869,2778.434179
20.0,1671,4132.158654
21.0,1647,5469.785624
19.0,1730,6817.211812
19.0,1818,8166.460875
20.0,1665,9505.885183
21.0,1630,10848.420148
21.0,1632,12187.710307
21.0,1632,13523.848499
21.0,1634,14867.150162
21.0,1631,16200.142687
21.0,1632,17540.560106
21.0,1630,18889.385809
21.0,1627,20234.245227
21.0,1636,21604.499889
21.0,1630,22942.615271
21.0,1632,24284.949413
21.0,1628,25624.91633
