#{"t_start": 1572444356.7948618, "env_id": "PongNoFrameskip-v4"}
r,l,t
-18.0,2819,1375.791657
4.0,2873,2777.770622
20.0,1666,4130.83968
20.0,1671,5470.215497
19.0,1730,6816.28819
20.0,1769,8163.174322
20.0,1668,9505.141948
21.0,1632,10847.679397
21.0,1631,12186.703926
21.0,1626,13522.431233
21.0,1634,14866.219245
21.0,1629,16199.076346
20.0,1690,17542.367178
21.0,1630,18888.450415
21.0,1626,20233.228442
21.0,1626,21602.781195
21.0,1634,22941.934368
21.0,1631,24283.924213
21.0,1625,25623.768995
