#{"t_start": 1572444356.3325744, "env_id": "PongNoFrameskip-v4"}
r,l,t--17.0,2318,1350.845811
9.0,2662,2767.8948
20.0,1669,4131.531876
20.0,1662,5470.112756
19.0,1725,6816.403982
20.0,1764,8163.293783
20.0,1745,9509.714417
21.0,1635,10848.46605
21.0,1626,12186.798461
21.0,1632,13523.354453
21.0,1630,14866.346611
21.0,1631,16199.662223
20.0,1685,17542.451735
21.0,1632,18889.046607
21.0,1634,20234.312057
21.0,1628,21603.388957
21.0,1629,22942.045686
21.0,1629,24284.228514
21.0,1629,25624.506818
1081,87.687812
-20.0,971,92.529669
-21.0,781,96.433915
-20.0,1064,101.675718
-19.0,1037,106.800227
-21.0,839,111.108997
-21.0,949,116.096098
-21.0,824,120.367918
-20.0,960,125.188536
-20.0,944,129.983768
-21.0,1030,135.132549
-21.0,789,139.10211
-20.0,990,144.020169
-20.0,914,148.567096
-20.0,1052,153.782226
-19.0,934,158.454309
-19.0,1092,163.862056
-21.0,852,168.120871
-20.0,1003,173.163108
-21.0,785,177.141169
-21.0,787,181.106261
-21.0,1052,186.4067
-21.0,849,190.747982
-21.0,763,194.516807
-21.0,837,198.750167
-21.0,859,203.020489
-20.0,994,207.931559
-18.0,1117,213.40609
-19.0,1101,218.790641
-21.0,850,223.010442
-20.0,833,227.137728
-20.0,938,231.820077
-21.0,792,235.701804
-20.0,975,240.611785
-19.0,1121,246.20206
-20.0,920,250.856457
-17.0,1321,257.517191
-20.0,1078,262.930518
-21.0,837,267.074032
-21.0,810,271.121482
-18.0,1111,276.692587
-21.0,840,280.871533
-20.0,917,285.436142
-20.0,1050,290.636807
-21.0,759,294.399178
-20.0,894,298.86102
-21.0,1052,304.098716
-19.0,978,309.178594
-20.0,922,313.772155
-21.0,794,317.795782
-20.0,860,322.098529
-21.0,1052,327.33834
-21.0,942,331.993329
-20.0,1023,337.04218
-20.0,1014,342.132152
-20.0,960,346.842523
-20.0,835,351.005937
-21.0,1030,356.151309
-21.0,1110,361.663225
-20.0,948,366.440531
-19.0,1021,371.490974
-21.0,929,376.225447
-21.0,1183,382.189429
-19.0,1111,387.799391
-18.0,1279,394.222132
-21.0,883,398.588519
-21.0,999,403.511062
-19.0,941,408.175872
-20.0,1001,413.192856
-20.0,990,418.146196
-21.0,878,422.474188
-21.0,902,426.982418
-20.0,969,431.849549
-20.0,1045,437.11724
-20.0,1034,442.399395
-21.0,867,446.831074
-19.0,1027,452.021983
-21.0,819,456.096461
-20.0,1004,461.047495
-21.0,912,465.627784
-20.0,865,469.974312
-21.0,849,474.208939
-20.0,1172,480.042073
-20.0,976,484.894363
-20.0,1236,491.077356
-19.0,1056,496.425535
-21.0,1002,501.460586
-21.0,851,505.768073
-20.0,1019,510.917327
-20.0,863,515.245682
-19.0,1181,521.15695
-17.0,1224,527.21295
-21.0,785,531.124374
-20.0,869,535.442858
-18.0,1254,541.628847
-17.0,1161,547.428816
-20.0,1043,552.615867
-19.0,1134,558.388511
-19.0,1174,564.309715
-20.0,1095,569.900196
-20.0,941,574.666193
-15.0,1432,581.808675
-20.0,912,586.348605
-21.0,1061,591.628729
-20.0,916,596.180752
-20.0,1009,601.219192
-19.0,1091,606.710439
-20.0,1097,612.244882
-19.0,1249,618.544811
-18.0,1415,625.701104
-20.0,1034,630.914647
-21.0,1046,636.094664
-19.0,1191,642.036758
-20.0,1056,647.294916
-21.0,909,651.809215
-19.0,1071,657.170996
-21.0,1182,663.044408
